Desc_Resp_Cerrada,MARITAL_STATUS_CODE,EDAD,MODELO_ATENCION,FRECUENCIA_ENCUESTAS,VISITAS_CAJA,ESPERA_SEQ1
7,S,42,RENTA_MASIVA,1,1,4.05
8,C,69,PREMIUM,3,4,4
5,C,51,PREMIUM,4,1,3.35
9,S,26,NORMAL,1,1,5.96
10,C,37,PREMIUM,1,1,
10,C,56,PREMIUM,8,1,6.8
9,S,45,PREMIUM,1,3,4.11
9,S,42,RENTA_MASIVA,2,2,6.45
10,C,67,PREMIUM,2,2,16.16
1,C,68,RENTA_MASIVA,1,1,26.05
10,S,31,EMPRESAS,1,1,
10,C,67,PREMIUM,3,1,8.81
10,S,50,PREMIUM,1,1,
9,S,49,PREMIUM,2,2,3.4
9,C,67,PREMIUM,4,2,21.63
10,C,56,PREMIUM,3,4,11.75
5,C,63,RENTA_MASIVA,1,1,8.03
10,C,55,PREMIUM,3,1,5.28
10,C,54,PREMIUM,2,1,3.9
9,C,50,PREMIUM,8,8,
4,C,44,RENTA_MASIVA,3,1,
2,C,89,RENTA_MASIVA,4,2,
9,C,66,EMPRESAS,2,6,6.41
9,V,68,PREMIUM,2,1,1.96
8,S,28,NORMAL,1,3,16.95
7,S,26,EMPRESAS,2,1,13.58
8,C,56,PREMIUM,3,2,8.48
8,C,65,PREMIUM,4,4,2.78
7,D,63,PREMIUM,3,5,5.25
9,C,63,PREMIUM,4,2,6.11
10,C,67,EMPRESAS,1,1,
8,S,36,NORMAL,2,2,
10,C,34,EMPRESAS,2,1,
10,C,56,PREMIUM,5,24,
10,C,59,PREMIUM,1,2,0.53
10,C,60,PREMIUM,3,2,7.41
8,C,55,PREMIUM,2,2,
10,S,45,PREMIUM,1,1,2.21
9,S,30,RENTA_MASIVA,1,1,16.15
10,S,27,RENTA_MASIVA,2,1,0.66
8,C,49,PREMIUM,2,2,4.63
10,C,60,PREMIUM,3,3,
9,S,70,PREMIUM,1,3,4.35
10,C,66,PREMIUM,6,5,9.31
10,S,45,PREMIUM,4,1,
10,S,31,EMPRESAS,1,1,
6,C,45,PREMIUM,2,3,10.95
7,C,56,PREMIUM,6,2,
10,S,73,EMPRESAS,2,1,19.7
8,S,65,RENTA_MASIVA,1,1,22.33
8,C,55,PREMIUM,3,5,7.23
10,C,58,PREMIUM,1,1,2.56
7,C,32,PREMIUM,1,1,
10,S,26,JOVENES,1,1,8.05
10,C,69,NORMAL,1,2,
9,S,46,PREMIUM,2,2,
10,C,66,PREMIUM,4,4,1.21
5,V,70,PREMIUM,1,3,11.3
3,S,47,PREMIUM,2,1,13.81
10,S,34,RENTA_MASIVA,1,1,15.95
6,S,29,EMPRESAS,3,1,
9,C,71,PREMIUM,3,2,5.48
9,C,47,PREMIUM,7,11,9.58
1,C,50,PREMIUM,3,3,
10,C,59,PREMIUM,3,4,3.83
9,S,46,NORMAL,2,1,0.8
8,S,44,NORMAL,1,2,17.23
8,S,62,PREMIUM,2,4,
10,S,32,EMPRESAS,1,1,12.86
9,C,62,PREMIUM,2,2,
9,C,48,PREMIUM,5,3,8.68
6,C,80,PREMIUM,2,1,42.73
10,C,56,RENTA_MASIVA,1,1,
10,C,35,PREMIUM,3,1,9.26
6,S,48,PREMIUM,2,1,6.86
10,C,67,PREMIUM,2,12,
8,S,32,PREMIUM,2,1,
9,C,48,PREMIUM,3,2,6.68
10,S,82,NORMAL,1,1,13.81
10,V,86,PREMIUM,1,2,
10,C,72,PREMIUM,4,2,7.03
8,S,62,RENTA_MASIVA,1,2,
8,C,45,RENTA_MASIVA,1,1,1.45
10,D,55,RENTA_MASIVA,1,1,5.01
9,C,64,PREMIUM,2,2,
10,C,74,PREMIUM,3,3,5.25
7,S,45,RENTA_MASIVA,1,1,7.2
10,C,51,PREMIUM,3,3,
5,S,38,RENTA_MASIVA,1,7,19.4
7,C,40,RENTA_MASIVA,1,2,12.73
8,C,64,PREMIUM,3,2,17
8,C,43,EMPRESAS,2,4,11.55
6,S,74,PREMIUM,6,2,
4,S,44,RENTA_MASIVA,1,1,13.83
10,D,53,RENTA_MASIVA,3,2,
10,C,62,PREMIUM,3,2,9.8
8,S,46,NORMAL,1,1,
9,S,27,PREMIUM,1,1,
10,S,64,PREMIUM,2,4,
9,V,73,PREMIUM,2,1,6.88
10,C,67,PREMIUM,7,2,3.43
10,D,61,PREMIUM,3,2,0.91
10,S,21,RENTA_MASIVA,1,1,16.46
10,S,47,PREMIUM,1,1,3.05
10,C,70,PREMIUM,4,5,
7,S,47,PREMIUM,1,1,21.46
8,S,46,RENTA_MASIVA,1,1,31.96
10,C,78,PREMIUM,4,3,12.6
1,S,32,PREMIUM,1,1,0.35
8,C,68,EMPRESAS,1,1,10.01
8,S,51,RENTA_MASIVA,1,1,44.41
10,C,55,PREMIUM,2,1,29.86
10,C,63,PREMIUM,4,1,29.71
8,C,51,EMPRESAS,1,3,5.36
8,C,73,PREMIUM,1,4,11.56
10,C,42,EMPRESAS,1,1,
10,C,53,PREMIUM,2,1,5.43
4,C,54,RENTA_MASIVA,1,1,19.16
10,C,66,PREMIUM,3,7,12.21
9,D,72,PREMIUM,1,1,14.11
10,C,70,PREMIUM,6,10,
8,D,53,PREMIUM,2,2,8.16
10,C,77,PREMIUM,1,3,27.11
9,S,27,EMPRESAS,1,1,4.23
10,C,60,EMPRESAS,2,2,3.21
9,S,60,PREMIUM,1,3,12.38
8,V,76,EMPRESAS,1,1,8.5
10,C,55,RENTA_MASIVA,1,1,16.41
9,S,66,EMPRESAS,2,2,6.23
10,C,44,PREMIUM,6,2,
8,C,63,PREMIUM,1,2,40.85
10,C,69,PREMIUM,2,1,15.21
10,S,58,PREMIUM,2,2,9.41
10,C,51,PREMIUM,1,1,6.55
6,D,61,EMPRESAS,1,1,4.81
10,C,59,PREMIUM,3,2,18.45
10,C,57,PREMIUM,3,2,2.11
8,S,36,EMPRESAS,1,1,2.21
10,D,53,EMPRESAS,1,1,4.41
10,S,42,NORMAL,2,1,
8,S,40,RENTA_MASIVA,2,1,4
4,S,54,EMPRESAS,1,1,13.56
9,C,60,RENTA_MASIVA,1,1,9.4
10,C,46,PREMIUM,3,2,13.26
5,C,71,PREMIUM,3,2,
10,S,33,PREMIUM,1,1,9.71
10,C,56,PREMIUM,1,1,18.51
10,C,56,NORMAL,1,1,11.16
10,C,47,RENTA_MASIVA,1,1,16.43
10,S,75,PREMIUM,3,2,25.55
10,D,57,PREMIUM,2,11,0.66
7,S,41,EMPRESAS,2,2,
8,C,50,PREMIUM,2,1,16.33
10,C,48,NORMAL,1,2,
9,C,61,EMPRESAS,2,1,42.05
7,C,56,NORMAL,3,1,16.28
10,S,49,PREMIUM,5,5,1.88
8,C,73,PREMIUM,1,11,
10,S,55,PREMIUM,1,2,9.15
8,S,51,EMPRESAS,2,1,3.58
10,C,67,PREMIUM,1,2,5.95
9,C,54,PREMIUM,1,3,33.7
10,C,70,PREMIUM,2,1,5.98
10,C,69,PREMIUM,6,2,
7,C,40,PREMIUM,3,1,4.16
10,C,64,RENTA_MASIVA,5,1,
10,S,72,RENTA_MASIVA,1,3,13.4
10,S,35,PREMIUM,1,1,6.26
9,C,65,PREMIUM,4,3,7.68
10,S,58,NORMAL,1,1,8.2
6,C,53,PREMIUM,2,3,23.65
10,C,66,RENTA_MASIVA,1,1,4.9
10,S,42,PREMIUM,2,6,1.68
10,S,36,PREMIUM,2,1,
8,S,42,RENTA_MASIVA,1,1,48.08
10,C,75,PREMIUM,2,3,6.73
10,C,42,PREMIUM,2,2,7.73
10,C,78,PREMIUM,2,1,8.93
10,S,39,NORMAL,2,3,1.85
10,S,71,PREMIUM,2,1,
10,S,53,PREMIUM,1,2,1.95
10,C,40,EMPRESAS,1,1,3.38
10,C,62,PREMIUM,7,2,7.5
9,C,58,PREMIUM,2,1,6
9,S,59,EMPRESAS,3,2,9.63
3,C,71,PREMIUM,6,1,4.98
10,S,41,NORMAL,1,1,15.11
9,C,59,PREMIUM,3,1,6.4
9,C,58,PREMIUM,4,3,11.4
10,C,44,PREMIUM,1,1,4.61
10,C,60,PREMIUM,4,2,6.31
8,D,68,EMPRESAS,1,1,1.06
10,D,56,PREMIUM,3,2,6.53
8,C,56,RENTA_MASIVA,1,1,5.53
10,C,60,EMPRESAS,1,1,
10,C,69,PREMIUM,1,2,3.51
1,S,40,PREMIUM,1,1,4.25
8,C,69,PREMIUM,4,3,
10,S,46,NORMAL,1,1,6.68
9,V,78,PREMIUM,4,3,1.65
8,C,67,NORMAL,1,2,
8,S,37,RENTA_MASIVA,1,1,
8,D,73,RENTA_MASIVA,1,1,13.48
10,C,51,PREMIUM,4,6,7.08
10,S,42,PREMIUM,2,1,11.7
10,C,42,PREMIUM,1,1,8.48
7,C,59,PREMIUM,2,2,16.93
10,C,68,PREMIUM,4,2,20.56
10,C,49,EMPRESAS,1,3,
10,C,47,PREMIUM,2,2,10.81
9,S,61,PREMIUM,4,10,4.01
10,C,64,PREMIUM,1,1,3.7
10,S,52,PREMIUM,2,1,1.01
9,C,82,PREMIUM,3,2,1.36
9,C,62,PREMIUM,3,2,
10,C,61,PREMIUM,3,1,4.93
10,C,49,PREMIUM,2,4,7.05
8,C,39,PREMIUM,1,2,11.11
10,S,87,PREMIUM,1,2,15.33
8,S,68,RENTA_MASIVA,2,1,8.58
7,C,53,PREMIUM,3,3,3.38
8,C,58,PREMIUM,2,1,41.66
9,C,50,PREMIUM,4,2,14.61
2,C,68,NORMAL,3,1,10.26
10,S,37,EMPRESAS,1,1,
9,C,50,PREMIUM,3,2,1.88
9,C,58,PREMIUM,4,2,23.36
7,S,63,PREMIUM,2,1,7.65
10,C,41,PREMIUM,1,1,4.48
8,S,88,PREMIUM,2,4,3.2
10,C,70,PREMIUM,3,1,12.51
10,S,39,NORMAL,1,1,16.33
10,S,45,PREMIUM,5,5,10.36
8,D,61,PREMIUM,2,2,2.91
10,C,53,PREMIUM,2,5,15.38
9,C,63,PREMIUM,1,1,26.4
9,C,44,PREMIUM,2,2,
10,S,47,EMPRESAS,1,3,18.06
10,C,71,PREMIUM,3,2,
5,S,46,EMPRESAS,2,1,3.81
10,V,59,PREMIUM,5,4,7.51
10,C,62,EMPRESAS,1,2,12.13
8,C,75,EMPRESAS,4,1,43.93
9,C,48,PREMIUM,1,1,5.71
10,C,74,PREMIUM,1,2,3.3
9,C,52,PREMIUM,2,2,
8,S,31,PREMIUM,1,1,0.85
9,C,71,PREMIUM,2,4,6.4
8,C,40,EMPRESAS,1,2,6.06
7,S,45,NORMAL,1,2,
8,D,64,EMPRESAS,1,4,7.53
10,D,61,EMPRESAS,1,1,6.5
10,C,54,PREMIUM,3,3,2.6
8,C,52,PREMIUM,2,2,15.41
10,C,67,PREMIUM,2,1,1.11
9,C,55,PREMIUM,2,3,4.81
7,V,67,NORMAL,2,1,24.9
10,C,62,PREMIUM,3,3,21.48
9,C,52,PREMIUM,4,30,4.21
9,S,46,PREMIUM,1,2,1.28
9,C,70,RENTA_MASIVA,1,1,5.28
9,S,46,EMPRESAS,1,1,6.95
10,C,46,PREMIUM,2,4,11.28
5,C,49,RENTA_MASIVA,1,3,
8,C,48,PREMIUM,4,3,1.93
10,D,53,PREMIUM,1,1,5.36
10,S,44,EMPRESAS,1,1,
10,C,74,NORMAL,2,1,22.15
10,C,63,NORMAL,1,1,15.6
8,C,58,PREMIUM,2,2,
10,C,37,PREMIUM,1,1,3.66
10,V,79,PREMIUM,6,1,6.88
9,S,51,EMPRESAS,1,1,
9,C,56,PREMIUM,5,3,4.41
10,C,29,EMPRESAS,2,1,1.41
9,S,62,PREMIUM,5,7,
10,C,47,PREMIUM,3,4,4.7
10,V,48,PREMIUM,4,2,11
10,C,49,PREMIUM,2,1,6.48
9,C,73,EMPRESAS,1,3,
9,S,35,EMPRESAS,1,1,1.23
9,C,58,PREMIUM,1,8,2.6
9,C,63,PREMIUM,3,4,4.16
10,C,63,PREMIUM,2,2,28.25
8,C,42,PREMIUM,2,1,17.46
10,C,75,PREMIUM,3,2,1.93
10,C,71,EMPRESAS,1,1,4.01
9,C,72,PREMIUM,6,2,0.85
8,C,51,PREMIUM,3,2,6.43
8,S,62,RENTA_MASIVA,1,3,3.88
10,C,67,PREMIUM,4,2,
8,C,59,PREMIUM,3,4,19.16
10,S,45,PREMIUM,2,1,
8,C,63,PREMIUM,1,13,5.88
10,D,59,PREMIUM,2,3,
8,C,58,PREMIUM,4,2,13.48
10,C,59,PREMIUM,3,3,1.8
10,C,52,PREMIUM,1,8,19.56
10,C,71,PREMIUM,2,1,4.7
10,C,71,PREMIUM,3,4,11.75
9,C,66,PREMIUM,2,1,3.55
7,C,71,PREMIUM,1,2,4.05
6,C,46,PREMIUM,3,3,4.98
8,S,57,PREMIUM,3,3,3.28
10,C,55,RENTA_MASIVA,1,1,36.38
10,D,56,PREMIUM,2,15,
10,C,55,PREMIUM,5,2,2.18
9,S,24,JOVENES,1,1,0.6
10,C,54,PREMIUM,7,3,
10,C,57,PREMIUM,4,1,6.55
9,S,66,PREMIUM,1,2,37.83
10,S,30,RENTA_MASIVA,1,1,2.16
6,C,60,NORMAL,1,1,11.55
10,S,53,NORMAL,1,1,21.65
10,C,56,PREMIUM,4,3,3.23
7,C,66,PREMIUM,1,5,3.81
10,C,40,PREMIUM,4,2,2.75
10,C,69,PREMIUM,3,2,38.13
8,C,66,PREMIUM,7,2,4.23
10,S,19,RENTA_MASIVA,1,1,
1,C,56,RENTA_MASIVA,1,1,2.31
10,D,47,NORMAL,2,1,8
10,C,66,PREMIUM,3,4,18.78
10,C,75,PREMIUM,2,3,3
9,C,48,PREMIUM,3,2,4.03
10,C,67,PREMIUM,2,3,6.2
10,S,41,EMPRESAS,1,1,3.43
6,S,40,PREMIUM,1,1,6.58
10,C,45,PREMIUM,2,4,0.81
6,C,60,EMPRESAS,1,5,
9,C,68,PREMIUM,1,1,14.41
10,V,89,PREMIUM,1,1,4.2
4,C,63,PREMIUM,3,1,21.35
9,C,45,PREMIUM,2,1,
8,S,59,RENTA_MASIVA,1,1,
7,S,66,NORMAL,1,1,19.78
10,C,50,PREMIUM,6,6,3.96
10,C,81,EMPRESAS,1,1,
7,C,51,RENTA_MASIVA,1,1,1.48
3,C,49,RENTA_MASIVA,1,1,
10,C,61,PREMIUM,2,2,2.11
9,S,46,PREMIUM,2,2,11.15
10,V,66,PREMIUM,4,8,10.28
10,C,45,PREMIUM,2,1,2.13
10,C,50,PREMIUM,2,2,
10,C,59,PREMIUM,4,1,5.51
10,C,67,RENTA_MASIVA,1,1,10.53
10,C,54,PREMIUM,5,9,26.28
9,C,65,PREMIUM,2,1,15.5
9,C,59,PREMIUM,2,2,5.26
10,C,42,PREMIUM,2,1,6.1
1,C,49,RENTA_MASIVA,1,1,25.38
1,C,47,PREMIUM,3,1,1.48
10,C,69,PREMIUM,2,4,10.31
8,S,44,PREMIUM,3,2,12.35
5,S,55,RENTA_MASIVA,1,2,18.21
10,C,57,PREMIUM,3,1,4.78
9,C,59,PREMIUM,1,1,4.08
8,C,51,PREMIUM,1,4,0.4
6,C,53,PREMIUM,2,5,26.25
8,S,65,PREMIUM,1,2,
10,C,68,PREMIUM,1,2,6.48
10,C,42,PREMIUM,4,4,6.8
9,C,65,EMPRESAS,1,2,11.11
10,C,72,PREMIUM,2,1,4.48
6,C,70,PREMIUM,5,3,3.9
10,C,65,PREMIUM,3,2,
9,C,69,PREMIUM,2,2,6.58
10,C,82,NORMAL,1,3,
6,C,54,NORMAL,1,2,19.61
10,S,43,NORMAL,1,1,
8,S,51,RENTA_MASIVA,1,1,7.21
10,C,68,PREMIUM,2,2,5.9
10,C,50,PREMIUM,4,4,5.41
10,V,69,PREMIUM,1,1,3.66
9,C,72,PREMIUM,1,3,7.73
9,C,69,PREMIUM,2,1,2.26
9,S,34,PREMIUM,1,3,
2,C,73,PREMIUM,3,2,
8,C,79,PREMIUM,2,2,12.2
2,C,77,PREMIUM,4,8,
10,D,65,PREMIUM,5,2,7.35
10,C,59,PREMIUM,2,1,3.18
8,C,44,EMPRESAS,2,3,7.11
8,C,60,PREMIUM,2,2,28.73
10,C,64,PREMIUM,3,2,3.48
10,S,47,PREMIUM,2,3,10.16
10,C,71,PREMIUM,4,2,102.6
7,C,53,NORMAL,1,2,17.58
9,V,65,RENTA_MASIVA,2,1,21.21
10,C,88,PREMIUM,8,4,1.51
4,C,50,NORMAL,1,2,6.58
8,C,51,PREMIUM,1,4,2.53
10,C,63,PREMIUM,1,5,
9,C,55,PREMIUM,1,1,7.11
10,D,60,PREMIUM,3,4,6.83
10,C,44,NORMAL,1,1,
7,C,54,EMPRESAS,1,1,0.83
1,V,71,PREMIUM,1,2,23.43
9,S,45,NORMAL,1,1,6.36
10,C,67,PREMIUM,3,2,6.95
9,S,36,NORMAL,2,1,0.45
9,C,55,PREMIUM,4,2,
8,C,59,EMPRESAS,1,1,5.95
6,C,52,PREMIUM,1,2,1.53
9,C,58,PREMIUM,3,1,
10,S,60,NORMAL,1,1,
6,C,50,RENTA_MASIVA,1,2,10.31
10,C,70,RENTA_MASIVA,1,1,13.16
7,C,71,PREMIUM,3,2,3.26
9,V,53,RENTA_MASIVA,1,2,6.75
8,S,58,PREMIUM,1,1,0.53
7,S,55,EMPRESAS,2,2,13.03
6,C,55,NORMAL,2,1,7.81
10,C,48,PREMIUM,4,1,1.26
8,C,65,PREMIUM,3,2,0.83
10,S,66,PREMIUM,2,2,26.03
10,C,59,RENTA_MASIVA,1,1,
10,C,58,PREMIUM,1,1,
3,S,54,RENTA_MASIVA,1,2,11.08
10,C,71,PREMIUM,2,4,16.63
8,C,43,PREMIUM,1,4,7.03
9,C,65,PREMIUM,4,1,0.81
9,C,52,PREMIUM,2,1,12.26
10,S,76,RENTA_MASIVA,1,1,1.66
10,C,86,PREMIUM,4,2,0.25
10,C,61,PREMIUM,2,4,1.2
10,V,67,PREMIUM,1,1,5.18
10,C,65,PREMIUM,5,1,11.86
9,S,66,NORMAL,1,2,18.73
10,S,49,PREMIUM,6,2,8.48
9,C,85,EMPRESAS,3,2,15.45
9,C,46,PREMIUM,1,1,8.71
9,C,59,RENTA_MASIVA,2,1,6.85
8,S,41,PREMIUM,1,2,
10,S,71,PREMIUM,3,10,
10,C,56,NORMAL,1,1,1.33
10,C,62,EMPRESAS,3,2,3.66
10,C,36,PREMIUM,2,1,5.75
8,C,67,PREMIUM,6,1,7.18
10,S,56,PREMIUM,3,2,7.48
8,V,52,PREMIUM,2,4,10.38
10,S,65,PREMIUM,4,3,5.76
8,C,50,PREMIUM,3,1,
10,C,63,PREMIUM,1,4,2.56
9,S,63,RENTA_MASIVA,1,2,5.41
10,S,62,PREMIUM,6,6,7.05
5,S,45,PREMIUM,1,3,0.46
9,C,76,PREMIUM,3,2,7.58
6,C,45,PREMIUM,3,2,
10,C,66,PREMIUM,1,2,0.65
10,S,49,PREMIUM,1,7,15.13
9,C,68,PREMIUM,2,5,14.35
10,C,57,PREMIUM,1,2,
1,V,71,NORMAL,3,2,6.35
5,C,69,PREMIUM,3,1,0.05
5,C,57,PREMIUM,2,3,4.63
8,S,65,PREMIUM,3,2,5.18
9,C,44,PREMIUM,3,1,1.86
8,C,73,PREMIUM,3,2,
9,C,56,PREMIUM,2,2,1.63
10,C,72,PREMIUM,2,2,
8,S,43,PREMIUM,2,2,8.95
10,C,49,NORMAL,1,2,8.58
9,C,57,PREMIUM,3,3,6.56
8,C,57,PREMIUM,3,2,1.55
10,S,45,PREMIUM,1,1,5.15
10,C,49,PREMIUM,3,4,
7,S,55,PREMIUM,1,3,0.23
6,S,39,EMPRESAS,1,3,
10,C,39,PREMIUM,5,5,6
6,D,61,EMPRESAS,4,1,20.5
8,C,57,PREMIUM,5,2,
10,C,56,PREMIUM,2,1,4.26
10,C,48,PREMIUM,4,6,6.56
4,C,73,PREMIUM,5,2,0.23
10,C,58,PREMIUM,4,6,5.96
10,C,64,PREMIUM,2,5,12.28
5,C,41,RENTA_MASIVA,1,1,
10,C,50,PREMIUM,3,4,4.53
10,C,58,EMPRESAS,1,1,9.65
10,C,53,PREMIUM,2,2,
10,C,58,PREMIUM,5,8,11.03
10,C,58,PREMIUM,3,3,2
10,C,62,NORMAL,1,1,7.01
10,C,66,PREMIUM,1,1,
10,C,47,PREMIUM,4,2,6.1
10,C,69,EMPRESAS,2,2,0.31
10,C,78,PREMIUM,4,1,8.1
8,C,66,PREMIUM,2,3,
9,C,62,PREMIUM,3,3,5.63
10,C,42,PREMIUM,1,2,6.58
10,S,49,PREMIUM,1,2,7.55
10,S,62,RENTA_MASIVA,2,1,0.91
3,C,70,PREMIUM,2,2,
8,C,69,PREMIUM,1,1,11.85
10,C,48,EMPRESAS,1,2,
7,S,69,PREMIUM,3,1,
8,D,60,PREMIUM,7,2,
9,S,52,NORMAL,1,1,28.2
9,C,54,PREMIUM,2,3,22.16
10,S,43,PREMIUM,1,1,7.56
9,C,59,NORMAL,1,1,4.73
3,S,45,PREMIUM,2,6,8.85
10,D,64,PREMIUM,3,1,0.05
10,S,57,NORMAL,1,2,15.21
10,C,76,PREMIUM,3,3,3.13
10,S,46,PREMIUM,1,4,16.63
10,C,50,RENTA_MASIVA,1,1,23.26
5,S,53,PREMIUM,1,2,3.98
9,C,55,EMPRESAS,2,1,17.95
5,S,42,RENTA_MASIVA,2,1,36.3
2,C,56,RENTA_MASIVA,1,1,
9,C,65,EMPRESAS,1,3,12.46
10,C,63,PREMIUM,2,1,7.05
9,C,70,PREMIUM,2,1,14.41
9,C,68,PREMIUM,2,3,2.43
10,S,64,PREMIUM,2,3,
10,C,45,PREMIUM,1,1,1.71
6,C,68,PREMIUM,2,2,2.71
9,V,52,PREMIUM,1,1,7.85
6,C,62,NORMAL,1,2,
8,C,72,PREMIUM,3,4,59.15
10,S,48,RENTA_MASIVA,5,2,
10,D,46,NORMAL,1,1,25.38
10,D,60,PREMIUM,2,3,6.41
7,S,46,PREMIUM,5,2,0.83
6,S,44,NORMAL,1,1,10.81
8,S,66,PREMIUM,2,2,4.31
6,S,63,RENTA_MASIVA,1,1,
10,S,57,PREMIUM,6,1,7.56
9,C,62,PREMIUM,4,3,2.93
8,D,50,PREMIUM,2,2,9.55
10,C,43,PREMIUM,2,1,0.93
10,S,72,PREMIUM,3,2,1.45
8,S,59,PREMIUM,1,2,5.05
7,S,45,NORMAL,2,2,8.13
7,C,64,PREMIUM,2,2,5.08
9,C,51,NORMAL,1,2,
9,C,66,PREMIUM,1,1,
10,S,68,NORMAL,1,2,4.78
10,C,85,PREMIUM,1,2,0.9
9,S,79,PREMIUM,5,3,0.2
5,C,60,PREMIUM,1,1,0.43
8,S,77,PREMIUM,1,3,19.96
10,C,66,PREMIUM,3,1,0.25
10,S,43,PREMIUM,2,3,5.56
10,C,76,PREMIUM,2,3,5.3
10,D,72,EMPRESAS,1,1,
8,C,46,PREMIUM,1,1,7.06
8,C,69,RENTA_MASIVA,1,2,25.68
8,S,68,PREMIUM,1,1,0.13
10,S,63,PREMIUM,3,1,12.31
10,C,60,PREMIUM,7,2,2.01
10,S,61,RENTA_MASIVA,1,2,37.21
8,C,66,PREMIUM,7,2,9.86
10,C,49,PREMIUM,1,1,10.76
10,C,76,PREMIUM,4,4,
10,C,83,PREMIUM,2,1,7.5
10,C,62,PREMIUM,1,4,1.81
10,C,52,PREMIUM,3,2,8.8
8,C,53,PREMIUM,6,2,39.68
8,C,63,RENTA_MASIVA,1,1,3.58
7,C,63,PREMIUM,3,2,10.13
10,C,52,PREMIUM,4,2,3.73
8,S,68,PREMIUM,3,3,47.3
5,C,46,RENTA_MASIVA,1,2,
10,S,40,RENTA_MASIVA,1,1,3.1
10,C,56,EMPRESAS,3,2,10.85
10,C,64,NORMAL,1,1,2.45
8,C,72,PREMIUM,2,2,
8,C,57,PREMIUM,3,3,28.53
8,S,37,PREMIUM,3,2,
10,C,66,RENTA_MASIVA,1,1,3.21
10,C,72,PREMIUM,8,1,1.88
10,S,67,PREMIUM,2,1,2.86
10,C,42,PREMIUM,4,2,8.63
9,C,53,PREMIUM,3,2,5.96
10,S,38,PREMIUM,4,3,17.23
8,S,50,NORMAL,1,2,15.06
9,C,68,PREMIUM,2,5,2.56
9,S,59,PREMIUM,2,1,7.88
10,C,51,PREMIUM,3,2,9.66
10,C,73,PREMIUM,3,3,5.6
9,C,53,PREMIUM,4,3,1.06
10,S,56,PREMIUM,4,2,7.58
10,S,59,PREMIUM,2,4,
9,C,66,PREMIUM,1,3,
10,C,40,PREMIUM,2,1,8.95
8,D,70,RENTA_MASIVA,3,2,4.43
10,C,49,PREMIUM,2,4,5.51
10,C,42,RENTA_MASIVA,1,2,3.18
9,S,48,PREMIUM,3,5,
10,C,42,NORMAL,1,1,0.83
5,C,61,RENTA_MASIVA,1,1,
9,C,41,PREMIUM,3,1,40.93
9,C,71,PREMIUM,6,1,25.2
10,C,62,PREMIUM,3,3,
10,S,53,NORMAL,1,1,8.68
9,C,61,PREMIUM,5,1,5.9
5,C,58,PREMIUM,2,1,4.28
10,C,52,PREMIUM,3,1,12.85
10,C,44,PREMIUM,5,5,0.78
10,S,69,EMPRESAS,2,3,11.83
7,D,58,PREMIUM,1,4,9.38
7,C,55,PREMIUM,3,1,4.11
10,C,40,PREMIUM,1,1,0.13
10,S,48,PREMIUM,3,1,
10,C,52,PREMIUM,4,2,18.48
10,S,59,PREMIUM,1,2,14.58
8,C,50,PREMIUM,1,2,4.11
7,C,47,EMPRESAS,1,5,10.45
10,S,38,RENTA_MASIVA,1,1,18.58
8,S,75,RENTA_MASIVA,1,1,37.38
2,C,46,PREMIUM,1,1,2.4
10,C,63,PREMIUM,3,2,
9,C,56,PREMIUM,4,2,
10,S,44,RENTA_MASIVA,2,1,7
10,C,60,RENTA_MASIVA,1,1,5.71
8,C,53,PREMIUM,2,10,8.18
10,C,73,PREMIUM,3,2,5.8
10,S,46,RENTA_MASIVA,1,1,21.26
10,C,56,PREMIUM,1,2,0.73
7,C,71,EMPRESAS,2,2,9.55
6,C,64,PREMIUM,3,4,16.16
10,C,56,PREMIUM,3,5,0.26
9,S,72,RENTA_MASIVA,2,3,57.65
10,S,48,NORMAL,1,1,
3,D,46,RENTA_MASIVA,1,1,12.95
9,C,65,PREMIUM,1,3,11.26
10,C,73,NORMAL,1,1,6.65
8,S,53,EMPRESAS,1,2,
8,S,42,RENTA_MASIVA,1,1,33.26
7,C,60,PREMIUM,1,1,12.08
8,S,61,PREMIUM,2,1,
9,S,44,RENTA_MASIVA,1,1,2.63
10,D,55,PREMIUM,6,1,1.93
10,C,78,PREMIUM,2,2,
1,S,35,RENTA_MASIVA,1,1,2.76
10,S,61,PREMIUM,5,1,8.16
1,C,53,PREMIUM,1,2,8.36
10,C,66,PREMIUM,3,4,1.35
9,S,52,EMPRESAS,1,1,2.86
10,C,67,PREMIUM,2,1,23.28
6,C,68,PREMIUM,4,3,12.61
1,C,46,NORMAL,1,1,
9,C,64,PREMIUM,5,2,3.11
2,C,58,RENTA_MASIVA,1,2,54.06
10,S,61,PREMIUM,7,2,15.81
8,C,51,PREMIUM,3,3,1.86
8,V,73,PREMIUM,3,2,14.96
10,C,70,NORMAL,3,1,3.35
8,S,54,RENTA_MASIVA,2,1,12.56
9,C,67,PREMIUM,1,2,17.55
10,S,41,PREMIUM,3,5,
9,C,61,PREMIUM,3,1,0.7
1,C,50,PREMIUM,5,2,17.06
6,S,47,RENTA_MASIVA,1,2,24.51
10,S,51,PREMIUM,3,1,
10,S,58,NORMAL,1,1,7.83
10,C,62,PREMIUM,7,2,26.05
9,C,51,PREMIUM,1,1,
10,C,71,PREMIUM,2,3,3.51
8,C,63,PREMIUM,4,1,2.61
9,C,56,PREMIUM,2,1,13.11
9,C,43,PREMIUM,1,2,6.91
