Desc_Resp_Cerrada,MARITAL_STATUS_CODE,EDAD,MODELO_ATENCION,FRECUENCIA_ENCUESTAS,VISITAS_CAJA,ESPERA_SEQ1
10,C,55,EMPRESAS,3,1,12.03
10,S,47,PREMIUM,3,3,2.55
8,D,59,NORMAL,1,3,
6,C,57,PREMIUM,1,2,
9,C,46,PREMIUM,5,3,
4,C,55,NORMAL,1,2,33
10,C,66,PREMIUM,1,1,
9,C,55,PREMIUM,3,2,2.71
3,S,43,RENTA_MASIVA,1,1,16.05
10,S,62,NORMAL,1,2,13.06
6,C,61,PREMIUM,4,4,6.43
10,C,61,PREMIUM,3,2,4.31
9,C,54,PREMIUM,1,1,5.06
10,S,72,PREMIUM,4,3,2
9,S,35,PREMIUM,3,1,7.33
3,S,57,NORMAL,1,1,18.4
10,C,46,PREMIUM,2,1,2.36
10,C,46,PREMIUM,5,2,
10,C,51,PREMIUM,4,7,
10,S,66,PREMIUM,2,5,
7,C,56,NORMAL,2,1,26
10,S,66,PREMIUM,5,4,0.31
10,C,62,PREMIUM,6,4,4.63
7,C,54,PREMIUM,2,1,28.25
8,S,48,NORMAL,1,1,15.2
8,S,71,NORMAL,1,2,
10,S,46,PREMIUM,4,2,28.75
10,S,51,PREMIUM,2,3,
10,V,67,PREMIUM,1,1,4.56
7,S,72,PREMIUM,1,2,
8,S,58,EMPRESAS,1,1,
10,C,76,RENTA_MASIVA,1,1,12.73
8,C,56,PREMIUM,4,4,9.43
1,S,69,PREMIUM,8,2,9.35
9,C,57,PREMIUM,1,1,2.5
10,C,45,EMPRESAS,1,2,43.38
10,C,62,PREMIUM,4,3,1.78
8,S,47,PREMIUM,3,1,2.76
10,C,68,PREMIUM,3,2,12.1
1,S,36,PREMIUM,1,1,21.43
10,C,59,PREMIUM,1,2,9.3
7,C,71,RENTA_MASIVA,3,1,4
9,C,85,PREMIUM,3,4,4.18
5,S,74,RENTA_MASIVA,1,1,4.21
10,C,59,PREMIUM,1,5,1.18
10,C,66,PREMIUM,2,1,4.11
8,C,58,NORMAL,1,3,3.76
10,S,48,PREMIUM,1,4,
10,C,70,PREMIUM,2,3,
10,C,58,NORMAL,1,1,
8,C,54,PREMIUM,2,1,6.93
5,C,64,RENTA_MASIVA,1,1,14.78
7,S,37,NORMAL,1,1,12.05
8,C,65,EMPRESAS,1,3,1.81
8,C,70,PREMIUM,3,4,17.48
9,C,39,PREMIUM,1,1,55.8
5,C,44,EMPRESAS,1,2,7.95
8,C,73,PREMIUM,3,2,8.03
3,C,65,PREMIUM,3,2,5.46
10,S,50,RENTA_MASIVA,1,1,0.56
7,C,73,NORMAL,4,5,21.41
10,V,71,NORMAL,4,1,14.91
8,C,59,NORMAL,1,1,19.4
9,V,76,PREMIUM,1,6,8.41
10,C,59,PREMIUM,3,2,
10,C,65,PREMIUM,1,2,6.65
8,C,40,PREMIUM,1,1,13.16
8,C,67,PREMIUM,4,3,5.61
7,C,63,PREMIUM,1,2,1.11
10,C,45,PREMIUM,2,5,6.11
9,C,51,PREMIUM,2,2,3.28
10,S,49,PREMIUM,2,1,4.16
1,C,53,PREMIUM,2,1,3.68
10,C,58,PREMIUM,3,3,
10,S,58,RENTA_MASIVA,1,1,3.28
10,C,65,PREMIUM,3,2,7.3
10,C,57,PREMIUM,3,1,4.4
5,C,69,RENTA_MASIVA,2,2,53.76
10,C,57,PREMIUM,2,2,
8,C,71,PREMIUM,3,2,7.85
10,D,72,PREMIUM,2,3,
9,C,51,PREMIUM,4,3,2.38
5,S,41,NORMAL,2,1,
9,C,69,EMPRESAS,2,3,
7,C,57,RENTA_MASIVA,1,1,1.51
9,C,46,PREMIUM,5,2,11.56
10,C,52,PREMIUM,1,2,1.7
7,S,71,RENTA_MASIVA,1,1,33.18
10,C,69,PREMIUM,3,5,5.26
8,C,75,NORMAL,1,2,2.43
8,C,53,PREMIUM,2,1,4.5
9,C,66,PREMIUM,4,3,5.61
10,C,65,PREMIUM,3,2,1.05
7,S,65,PREMIUM,5,2,17.95
9,C,38,PREMIUM,1,2,8.7
9,C,66,PREMIUM,5,3,
10,D,64,PREMIUM,5,3,
8,S,49,PREMIUM,1,2,9.28
10,C,38,PREMIUM,1,1,
10,C,62,RENTA_MASIVA,1,1,3.75
8,C,77,PREMIUM,1,2,74.23
9,C,73,PREMIUM,5,1,2.45
10,C,60,PREMIUM,2,2,6.5
8,C,37,NORMAL,1,1,6.06
10,S,71,PREMIUM,1,1,10.11
10,S,65,PREMIUM,2,2,
6,S,37,NORMAL,1,1,32.93
10,C,61,PREMIUM,3,2,0.05
8,S,56,EMPRESAS,1,2,89.5
10,S,77,PREMIUM,3,1,18.56
9,V,68,PREMIUM,2,2,0.76
10,C,75,PREMIUM,1,1,48.03
10,S,39,NORMAL,1,1,
10,C,70,RENTA_MASIVA,1,2,
8,S,39,PREMIUM,2,1,6
8,C,48,PREMIUM,1,1,9.31
10,C,46,PREMIUM,6,6,8
3,S,42,RENTA_MASIVA,1,1,83.18
9,C,42,NORMAL,1,1,25.33
8,S,43,PREMIUM,1,5,9.95
10,S,57,PREMIUM,3,1,
9,C,74,NORMAL,1,1,
10,C,54,PREMIUM,1,2,
10,C,50,PREMIUM,5,4,
7,S,47,NORMAL,1,1,5.38
10,C,68,EMPRESAS,3,3,7.41
10,S,37,PREMIUM,1,1,0.43
5,S,45,PREMIUM,4,1,5.73
7,C,49,NORMAL,1,1,2.81
1,C,52,RENTA_MASIVA,2,1,33.86
10,C,63,EMPRESAS,1,1,16.98
7,C,53,EMPRESAS,2,8,11.68
9,C,64,NORMAL,2,1,10.95
10,S,58,RENTA_MASIVA,1,1,2.75
8,C,49,PREMIUM,2,2,64.2
10,S,40,PREMIUM,2,1,1.73
10,C,54,PREMIUM,2,3,
10,C,56,PREMIUM,4,3,
8,C,55,PREMIUM,1,1,2.58
10,C,62,PREMIUM,2,2,0.5
8,C,67,PREMIUM,5,2,8.41
3,S,53,PREMIUM,3,1,3.48
10,C,52,RENTA_MASIVA,1,1,10.4
7,C,38,NORMAL,1,1,23.53
10,C,70,PREMIUM,2,3,6.73
10,C,64,PREMIUM,2,1,10.13
10,S,54,PREMIUM,1,1,9.25
8,C,56,PREMIUM,2,3,4.26
1,S,38,PREMIUM,4,1,17.55
5,C,47,PREMIUM,2,7,10.68
10,C,68,PREMIUM,4,1,28.66
7,S,39,PREMIUM,2,2,4.4
10,S,55,RENTA_MASIVA,1,1,63.6
10,C,51,EMPRESAS,1,4,5.01
10,D,56,PREMIUM,3,3,29.11
10,S,66,NORMAL,2,1,
5,C,41,PREMIUM,1,1,6.2
9,S,44,RENTA_MASIVA,1,1,12.71
9,S,48,RENTA_MASIVA,1,4,6.13
8,S,53,RENTA_MASIVA,1,1,15.36
10,S,62,NORMAL,1,2,
9,S,45,PREMIUM,2,3,1.6
9,S,41,PREMIUM,3,1,
10,C,66,NORMAL,3,1,1.25
9,S,54,EMPRESAS,2,6,8.05
10,C,60,PREMIUM,2,2,3.85
8,C,68,NORMAL,3,1,
10,C,65,PREMIUM,2,2,10.35
8,C,56,RENTA_MASIVA,1,1,14.13
10,C,76,RENTA_MASIVA,1,1,15.25
10,C,53,PREMIUM,1,1,7.2
8,C,55,PREMIUM,1,3,6.1
10,C,58,PREMIUM,1,1,0.71
9,S,38,PREMIUM,1,2,1.45
8,C,53,RENTA_MASIVA,1,2,22.4
8,C,65,PREMIUM,3,3,
10,S,38,NORMAL,3,1,6.66
8,C,46,PREMIUM,4,1,14.55
10,C,56,EMPRESAS,1,1,9.58
9,C,56,PREMIUM,3,10,
9,D,50,PREMIUM,2,2,
9,C,57,PREMIUM,2,1,9.81
9,C,48,PREMIUM,1,1,15.13
9,C,67,PREMIUM,4,1,
10,S,53,NORMAL,1,1,8.1
9,D,50,PREMIUM,4,2,6.36
9,S,45,RENTA_MASIVA,1,1,46.03
10,S,71,RENTA_MASIVA,2,1,
7,C,77,PREMIUM,2,1,7.01
10,S,65,PREMIUM,6,5,7.45
5,C,66,NORMAL,1,1,
8,D,46,PREMIUM,3,1,
8,C,70,RENTA_MASIVA,1,2,23.51
9,S,68,PREMIUM,1,1,8.1
1,C,63,RENTA_MASIVA,1,1,36.41
10,S,74,RENTA_MASIVA,2,1,2.7
9,C,50,PREMIUM,2,2,4.08
9,S,70,EMPRESAS,2,1,2.06
9,C,59,PREMIUM,1,1,
9,D,56,PREMIUM,3,1,
9,C,44,PREMIUM,1,2,25.68
9,C,55,PREMIUM,1,1,11.73
10,S,57,PREMIUM,4,2,10.25
10,S,38,RENTA_MASIVA,1,1,2.65
10,C,61,PREMIUM,4,1,9.3
10,S,66,PREMIUM,5,7,14.83
10,S,44,RENTA_MASIVA,1,1,3.3
3,C,65,PREMIUM,5,2,3.85
8,C,51,PREMIUM,2,1,5.08
10,C,58,PREMIUM,5,1,4.85
1,S,63,RENTA_MASIVA,1,1,6.78
8,C,51,PREMIUM,2,2,1.38
5,D,54,RENTA_MASIVA,1,1,47.88
9,C,60,RENTA_MASIVA,1,1,51.15
9,S,58,PREMIUM,3,1,21.9
6,C,67,NORMAL,1,1,
9,S,45,RENTA_MASIVA,1,1,11.61
10,C,46,PREMIUM,3,2,4.96
10,S,51,PREMIUM,3,1,4.6
8,C,59,RENTA_MASIVA,3,1,
7,S,73,RENTA_MASIVA,2,1,17.6
6,D,61,RENTA_MASIVA,1,2,13.16
10,C,70,PREMIUM,5,3,1.26
10,C,78,PREMIUM,6,3,10.75
10,C,56,PREMIUM,2,1,
8,C,70,PREMIUM,3,1,14.1
10,C,65,PREMIUM,5,2,
1,C,53,NORMAL,2,2,7.98
10,S,41,PREMIUM,5,2,10.6
3,S,57,EMPRESAS,2,1,57.86
10,C,41,PREMIUM,2,1,54.03
10,C,65,PREMIUM,2,1,
9,C,61,PREMIUM,1,5,78.38
9,S,67,NORMAL,1,1,
10,C,46,PREMIUM,4,5,
7,C,43,PREMIUM,1,1,
10,C,70,PREMIUM,1,1,28.56
10,S,64,RENTA_MASIVA,1,1,14.61
10,S,65,PREMIUM,5,1,1.2
10,S,39,PREMIUM,1,4,
10,C,38,PREMIUM,2,1,
8,S,76,RENTA_MASIVA,1,1,
9,S,68,PREMIUM,2,2,17.76
10,S,41,PREMIUM,1,2,0.78
9,C,55,PREMIUM,2,3,
8,S,45,PREMIUM,1,2,6.88
10,S,72,NORMAL,1,1,
7,C,60,PREMIUM,3,3,4.65
9,C,41,NORMAL,1,1,6.26
8,C,55,PREMIUM,5,3,1.58
9,C,70,RENTA_MASIVA,1,1,
9,C,71,PREMIUM,2,1,1.61
10,C,62,PREMIUM,1,4,0.76
2,S,38,RENTA_MASIVA,1,1,3.16
10,C,50,PREMIUM,1,2,
9,C,62,PREMIUM,3,2,
10,C,51,PREMIUM,10,6,14.66
10,S,47,PREMIUM,1,6,13.48
10,S,61,NORMAL,1,1,
10,C,72,PREMIUM,1,3,3.23
9,C,54,PREMIUM,2,2,23.16
10,C,50,PREMIUM,1,1,11.75
10,C,59,PREMIUM,2,1,6.56
9,S,42,PREMIUM,2,2,4.95
10,C,79,NORMAL,1,1,
9,S,56,PREMIUM,6,3,12.88
8,C,63,PREMIUM,6,2,29.98
9,S,38,RENTA_MASIVA,1,1,20.95
6,S,55,NORMAL,1,1,12.65
10,S,41,PREMIUM,2,4,6.05
9,C,65,PREMIUM,1,1,0.28
10,C,42,PREMIUM,3,4,5.7
2,S,43,NORMAL,1,1,53.98
6,C,54,PREMIUM,3,1,0.06
10,C,54,PREMIUM,2,1,5.93
8,C,57,PREMIUM,4,2,18.5
10,S,56,PREMIUM,1,3,1.2
6,C,48,RENTA_MASIVA,1,3,7.18
9,S,40,NORMAL,4,1,9.66
8,V,74,RENTA_MASIVA,1,1,12.5
1,D,51,PREMIUM,1,1,18.01
10,S,38,PREMIUM,5,1,
8,C,46,PREMIUM,1,3,5.76
9,V,58,PREMIUM,3,4,2.6
9,C,44,PREMIUM,2,2,16.93
8,C,66,PREMIUM,1,1,3.15
9,C,54,EMPRESAS,1,1,62.45
10,C,49,PREMIUM,5,10,9.75
10,C,49,RENTA_MASIVA,1,2,27.86
10,C,64,PREMIUM,1,1,
8,C,49,RENTA_MASIVA,1,1,3.05
10,C,53,RENTA_MASIVA,1,1,
7,C,69,EMPRESAS,1,2,35.66
9,C,66,PREMIUM,2,2,1.08
1,S,51,PREMIUM,4,1,
1,C,71,RENTA_MASIVA,1,1,
10,C,54,PREMIUM,8,3,0.75
9,C,58,PREMIUM,4,1,
9,C,66,PREMIUM,2,2,2.18
9,C,52,RENTA_MASIVA,1,1,19.2
10,S,44,PREMIUM,4,4,
7,C,42,RENTA_MASIVA,1,1,5.21
9,C,63,PREMIUM,1,4,2.71
4,C,81,PREMIUM,3,1,
8,C,46,PREMIUM,4,1,6.11
5,S,54,RENTA_MASIVA,1,1,56.51
2,C,53,RENTA_MASIVA,1,1,11.4
10,C,51,PREMIUM,3,2,
10,S,57,PREMIUM,3,2,0.76
9,C,60,PREMIUM,2,1,2.36
9,S,43,PREMIUM,4,1,5.85
10,S,41,PREMIUM,2,2,19.06
10,C,69,NORMAL,3,3,
10,C,61,PREMIUM,3,3,3.3
8,S,59,PREMIUM,2,1,5.91
8,C,71,PREMIUM,1,1,12.31
9,C,45,PREMIUM,3,1,4.7
8,C,58,EMPRESAS,2,2,14.8
8,C,59,NORMAL,1,1,14.48
9,D,66,PREMIUM,4,1,1.43
10,C,47,PREMIUM,4,3,0.61
10,C,48,EMPRESAS,1,1,9.5
10,V,72,PREMIUM,2,1,121.4
7,D,52,RENTA_MASIVA,1,1,28.13
9,C,56,NORMAL,1,1,17.06
10,C,76,NORMAL,2,2,10.31
10,S,47,PREMIUM,7,2,8.88
9,C,56,PREMIUM,2,1,8.51
4,S,37,RENTA_MASIVA,1,4,21.35
10,C,78,PREMIUM,1,1,1.86
10,S,41,NORMAL,1,3,5.56
10,S,43,PREMIUM,1,1,5.13
7,S,50,NORMAL,2,1,5.28
1,C,72,PREMIUM,1,1,
9,C,65,PREMIUM,4,6,
10,C,55,PREMIUM,4,4,
9,S,41,PREMIUM,1,1,1.6
4,C,54,RENTA_MASIVA,1,1,23.56
10,C,50,PREMIUM,2,1,3.9
10,V,89,PREMIUM,3,2,3.2
5,C,41,PREMIUM,5,1,16.81
10,S,46,RENTA_MASIVA,1,1,9.31
10,C,61,RENTA_MASIVA,1,1,
9,C,55,PREMIUM,5,3,
9,C,66,PREMIUM,1,1,5.25
8,C,66,PREMIUM,2,4,14.7
10,C,50,NORMAL,1,1,15.66
9,C,76,PREMIUM,3,1,0.7
7,C,60,RENTA_MASIVA,1,1,20.91
10,C,40,NORMAL,1,1,19.7
8,C,46,PREMIUM,1,1,9.93
10,S,37,RENTA_MASIVA,1,1,2.38
8,S,72,RENTA_MASIVA,1,1,
10,S,48,PREMIUM,3,1,8.08
10,C,55,PREMIUM,3,2,1.58
9,S,58,PREMIUM,1,2,5.9
7,D,66,NORMAL,1,1,2.6
10,S,44,PREMIUM,4,1,
7,S,46,NORMAL,1,1,12.53
8,C,62,PREMIUM,2,1,12.78
10,V,64,PREMIUM,1,2,4.1
5,D,56,PREMIUM,1,1,13.6
8,S,38,PREMIUM,5,2,3.98
10,S,50,PREMIUM,5,1,9.46
10,C,54,PREMIUM,2,3,
10,C,53,NORMAL,1,1,6.53
9,S,53,NORMAL,2,1,3.01
7,C,42,PREMIUM,3,3,7.56
10,S,56,RENTA_MASIVA,1,1,42.1
10,D,52,PREMIUM,1,3,
8,C,48,PREMIUM,2,1,
10,C,56,PREMIUM,3,2,47.26
10,S,39,RENTA_MASIVA,1,1,8.88
8,C,61,PREMIUM,2,5,0.68
9,C,58,PREMIUM,2,2,
10,S,61,PREMIUM,4,1,
10,C,57,NORMAL,1,1,15.35
1,C,55,PREMIUM,3,1,3.91
8,C,65,RENTA_MASIVA,1,1,11.55
10,V,67,PREMIUM,4,2,7.86
10,S,65,PREMIUM,2,1,2.71
10,C,38,PREMIUM,1,2,0.98
10,C,48,PREMIUM,2,1,19.6
7,C,54,PREMIUM,1,1,2.31
10,C,60,PREMIUM,4,1,73.48
7,S,37,RENTA_MASIVA,1,1,
10,C,51,PREMIUM,1,2,0.53
10,S,71,PREMIUM,3,2,4.71
1,C,72,PREMIUM,3,1,47.35
8,S,40,PREMIUM,1,2,
9,C,66,NORMAL,1,1,11.81
10,C,46,PREMIUM,4,2,28.76
10,S,87,PREMIUM,4,1,9.91
7,S,43,NORMAL,1,2,9.5
10,S,42,RENTA_MASIVA,1,2,11.91
8,S,74,RENTA_MASIVA,1,1,29.75
9,C,76,PREMIUM,4,1,0.41
10,S,44,RENTA_MASIVA,1,1,
10,S,49,EMPRESAS,1,3,2.38
10,S,66,RENTA_MASIVA,1,1,12.03
9,C,56,PREMIUM,1,1,
7,C,53,PREMIUM,2,1,
7,S,61,PREMIUM,3,5,4.16
1,C,51,PREMIUM,3,2,5.66
10,C,53,NORMAL,1,1,6.4
6,V,61,NORMAL,1,1,74.73
10,C,69,PREMIUM,1,1,4.8
7,S,59,RENTA_MASIVA,1,1,16.21
10,S,44,PREMIUM,4,1,0.35
8,C,74,NORMAL,1,2,2.38
9,C,49,NORMAL,1,1,19.98
8,C,49,RENTA_MASIVA,1,1,6.88
9,C,59,PREMIUM,2,1,7.58
10,C,62,PREMIUM,2,2,
3,S,53,PREMIUM,1,3,4.3
10,C,51,PREMIUM,1,1,32.16
5,C,47,NORMAL,1,1,
10,C,57,PREMIUM,2,1,2.11
9,S,73,PREMIUM,2,1,6.65
10,S,56,PREMIUM,3,1,5.36
8,C,59,PREMIUM,6,2,9.25
9,C,56,PREMIUM,2,5,
8,C,62,PREMIUM,2,1,
3,C,62,PREMIUM,1,3,5.76
10,D,50,NORMAL,2,1,11.65
10,C,75,PREMIUM,3,1,5.08
6,S,47,RENTA_MASIVA,1,1,56.33
9,S,41,PREMIUM,1,2,4.31
10,C,76,PREMIUM,5,6,4.1
9,S,46,PREMIUM,1,3,8.9
10,S,50,RENTA_MASIVA,1,1,
10,C,72,PREMIUM,3,1,5.33
8,D,52,RENTA_MASIVA,1,1,
10,C,66,PREMIUM,1,4,17.28
10,C,63,PREMIUM,1,5,4.36
10,S,37,RENTA_MASIVA,1,1,13.05
2,C,55,PREMIUM,1,1,27.15
1,D,54,RENTA_MASIVA,1,1,40.68
8,C,62,PREMIUM,4,4,15.2
10,S,37,RENTA_MASIVA,1,1,12.08
8,C,58,PREMIUM,1,1,3.23
1,C,56,PREMIUM,1,1,3.91
10,C,57,PREMIUM,4,1,10.98
9,C,54,PREMIUM,4,5,7.28
1,C,51,NORMAL,1,1,14.48
10,C,68,NORMAL,1,1,6.13
9,C,58,PREMIUM,1,1,14.2
8,C,45,PREMIUM,2,2,
2,C,50,RENTA_MASIVA,1,1,22.33
10,C,55,PREMIUM,5,1,
8,S,58,NORMAL,1,1,
5,C,73,PREMIUM,1,2,7.28
7,S,36,NORMAL,1,1,6.53
9,C,52,PREMIUM,4,2,5.31
10,V,60,PREMIUM,1,1,6.26
8,C,53,EMPRESAS,3,2,
5,S,57,RENTA_MASIVA,1,1,16.63
3,C,60,PREMIUM,4,2,4.43
7,S,47,NORMAL,1,2,0.35
9,C,56,PREMIUM,2,1,0.58
10,S,69,NORMAL,1,2,18.83
7,C,61,NORMAL,2,1,20.65
8,S,38,RENTA_MASIVA,1,1,
10,C,73,PREMIUM,2,2,2.73
9,C,55,PREMIUM,1,1,4.93
10,V,70,PREMIUM,4,1,6.23
10,C,47,PREMIUM,2,2,3.18
10,S,39,PREMIUM,2,3,5.71
8,C,53,EMPRESAS,2,2,
10,C,73,PREMIUM,3,2,35.53
10,C,81,PREMIUM,4,1,15.18
8,S,43,PREMIUM,1,2,2.25
10,S,48,PREMIUM,1,4,3.35
9,S,49,PREMIUM,3,2,4.43
9,C,65,RENTA_MASIVA,1,1,3.53
9,C,65,PREMIUM,1,1,44.01
9,C,36,NORMAL,1,1,11.7
5,S,43,PREMIUM,2,1,12.73
3,C,59,PREMIUM,4,5,20.06
9,C,70,PREMIUM,2,1,5.31
10,S,44,PREMIUM,2,2,
10,S,44,PREMIUM,2,4,12.35
10,C,64,RENTA_MASIVA,1,1,8.5
10,C,69,PREMIUM,1,1,13.38
10,C,66,PREMIUM,2,2,
5,S,44,RENTA_MASIVA,1,1,30.71
10,S,65,NORMAL,1,2,
8,C,44,PREMIUM,4,2,1.36
9,C,71,PREMIUM,4,1,5.53
8,C,65,PREMIUM,3,2,5.21
10,C,48,PREMIUM,1,2,5.61
10,C,63,PREMIUM,3,1,8.31
10,C,67,PREMIUM,4,2,9.8
8,V,61,PREMIUM,1,1,17.6
8,D,65,PREMIUM,1,2,1.78
10,C,50,PREMIUM,1,1,1.81
10,S,38,EMPRESAS,1,3,15.61
4,S,61,RENTA_MASIVA,1,1,
10,C,65,EMPRESAS,1,1,13.61
10,C,58,PREMIUM,1,2,4.31
7,C,59,PREMIUM,1,1,40.46
10,S,57,NORMAL,1,1,12
2,S,40,NORMAL,1,2,37.78
9,C,78,PREMIUM,3,1,
9,S,57,PREMIUM,1,2,2.55
9,C,52,RENTA_MASIVA,1,1,97.96
10,S,46,PREMIUM,2,2,3.93
9,S,38,PREMIUM,3,2,16.5
10,S,66,PREMIUM,4,1,1.6
8,C,54,PREMIUM,3,3,8.2
9,C,47,PREMIUM,2,2,2.53
10,C,50,PREMIUM,2,1,9.33
10,C,57,PREMIUM,2,1,2.3
10,C,54,PREMIUM,1,1,15.1
9,C,53,PREMIUM,6,2,
9,C,65,PREMIUM,3,15,4.98
9,D,72,PREMIUM,2,1,4.06
10,C,56,RENTA_MASIVA,2,3,4.06
6,C,42,NORMAL,1,2,13.25
7,S,42,PREMIUM,3,1,4.13
9,C,44,PREMIUM,2,1,3.43
10,S,48,PREMIUM,4,1,4.28
10,S,71,PREMIUM,3,2,2.4
10,S,45,RENTA_MASIVA,1,1,
9,S,51,PREMIUM,4,6,2.46
8,C,51,PREMIUM,1,1,0.76
8,S,59,PREMIUM,4,2,13.06
9,S,44,NORMAL,1,1,0.68
10,C,41,PREMIUM,1,1,6.41
9,C,60,PREMIUM,5,1,
10,C,41,PREMIUM,2,2,1.03
7,C,55,PREMIUM,1,2,30.65
7,S,54,NORMAL,3,1,
10,C,65,PREMIUM,3,1,1.96
10,C,48,EMPRESAS,1,3,3.41
9,S,46,PREMIUM,4,2,7.5
1,C,61,PREMIUM,5,1,5.21
10,C,45,PREMIUM,1,4,
10,C,66,RENTA_MASIVA,1,1,
9,S,39,PREMIUM,5,2,28.53
10,D,39,PREMIUM,1,2,
8,C,41,PREMIUM,1,1,1.85
9,C,71,PREMIUM,2,1,11.03
9,S,53,PREMIUM,3,2,3.56
10,S,42,PREMIUM,4,3,9.26
10,C,57,PREMIUM,3,1,12.18
8,C,63,NORMAL,1,1,5.75
9,C,48,NORMAL,1,1,8.26
8,C,46,PREMIUM,1,4,
8,C,59,RENTA_MASIVA,1,2,18.68
2,S,43,NORMAL,1,1,33.51
10,S,56,PREMIUM,1,1,3.86
6,C,44,PREMIUM,2,4,4.46
8,S,32,RENTA_MASIVA,1,1,1.13
9,C,70,PREMIUM,2,1,
10,D,53,PREMIUM,4,1,
10,C,56,PREMIUM,2,3,18.13
8,C,53,PREMIUM,1,2,
10,S,55,PREMIUM,1,1,
8,C,71,PREMIUM,6,1,14.08
8,C,66,EMPRESAS,1,1,
9,C,71,PREMIUM,1,2,9.95
10,D,50,PREMIUM,5,2,
8,S,40,NORMAL,1,1,
9,D,63,PREMIUM,2,1,4.61
9,C,54,RENTA_MASIVA,1,1,19.11
10,C,66,PREMIUM,4,2,7.68
9,S,45,RENTA_MASIVA,1,3,2.33
10,C,53,PREMIUM,1,1,3.06
10,S,70,RENTA_MASIVA,1,1,17.88
8,S,52,EMPRESAS,1,1,9.91
8,C,52,RENTA_MASIVA,1,2,5.5
1,S,35,RENTA_MASIVA,1,2,51.16
5,S,67,PREMIUM,1,1,14.25
6,S,58,NORMAL,2,1,21.23
9,S,45,EMPRESAS,1,2,10.13
10,C,49,EMPRESAS,3,6,
7,C,54,NORMAL,3,1,
10,C,35,PREMIUM,4,1,3
10,S,54,PREMIUM,3,1,
9,C,66,PREMIUM,4,1,11.28
10,C,60,PREMIUM,2,3,2.48
10,S,70,RENTA_MASIVA,2,1,26.96
10,C,72,PREMIUM,1,1,3.03
10,S,38,PREMIUM,3,1,
8,C,75,NORMAL,1,1,11.88
9,S,58,RENTA_MASIVA,1,1,13.93
7,S,59,PREMIUM,2,2,0.36
10,C,49,PREMIUM,4,2,8.66
8,C,72,PREMIUM,1,1,3.76
8,C,39,RENTA_MASIVA,3,3,3.18
10,C,50,PREMIUM,5,1,8.96
10,C,68,PREMIUM,3,1,1.58
10,C,42,PREMIUM,1,1,6.51
10,S,58,NORMAL,1,1,13.3
5,D,75,NORMAL,2,1,19.81
10,D,53,PREMIUM,1,1,
7,C,46,NORMAL,1,1,14.8
9,C,62,NORMAL,1,2,5.3
8,C,54,PREMIUM,2,3,
1,C,61,PREMIUM,2,2,3.56
1,S,59,RENTA_MASIVA,1,1,
8,C,42,NORMAL,1,2,17.63
10,C,65,PREMIUM,1,2,0.13
10,S,59,RENTA_MASIVA,1,1,5.08
10,C,61,RENTA_MASIVA,1,1,12.16
9,C,48,PREMIUM,1,1,7.83
10,V,62,PREMIUM,2,1,
10,C,53,PREMIUM,2,4,3.03
10,C,44,PREMIUM,5,3,2.93
10,C,58,RENTA_MASIVA,1,3,5.35
8,C,63,PREMIUM,2,4,4.3
1,S,55,EMPRESAS,1,1,25.2
10,V,64,RENTA_MASIVA,1,1,
10,S,45,EMPRESAS,2,2,17.9
10,S,41,RENTA_MASIVA,1,1,44
7,S,39,RENTA_MASIVA,1,2,22.3
8,S,49,PREMIUM,3,1,15.41
6,C,62,PREMIUM,3,2,
5,C,57,EMPRESAS,1,1,11.35
9,S,59,RENTA_MASIVA,1,1,
10,C,69,PREMIUM,5,2,0.28
8,C,50,NORMAL,1,1,14.26
10,C,51,PREMIUM,1,1,24.45
9,C,57,PREMIUM,1,1,4.23
8,S,73,NORMAL,1,3,12.33
10,C,77,PREMIUM,2,1,3.95
10,S,67,RENTA_MASIVA,1,1,4.55
9,C,70,PREMIUM,2,1,
10,S,59,RENTA_MASIVA,1,1,2.28
10,S,43,PREMIUM,3,2,4.68
9,S,59,PREMIUM,5,1,
5,C,66,PREMIUM,1,1,2.88
10,S,59,RENTA_MASIVA,1,1,7.48
10,S,46,PREMIUM,1,2,
10,C,72,PREMIUM,1,1,4.91
10,S,41,PREMIUM,5,4,
1,V,65,RENTA_MASIVA,1,2,13.65
7,S,57,NORMAL,1,2,16.63
8,C,57,RENTA_MASIVA,1,1,22.58
8,C,49,PREMIUM,4,2,3.95
8,C,68,PREMIUM,4,2,
8,S,36,NORMAL,1,2,3.18
9,C,52,PREMIUM,1,2,16.73
5,C,56,PREMIUM,1,1,13.53
5,S,58,NORMAL,1,1,19.63
8,C,55,NORMAL,1,1,29.8
3,S,55,PREMIUM,4,1,5.21
8,C,65,PREMIUM,3,2,41.7
10,C,71,RENTA_MASIVA,1,1,10.21
10,C,71,PREMIUM,1,2,7.6
10,S,33,RENTA_MASIVA,1,1,
10,S,72,PREMIUM,1,2,16.96
8,C,54,PREMIUM,2,5,8.01
7,C,51,PREMIUM,2,1,9.83
7,C,53,NORMAL,2,1,16.86
1,V,71,NORMAL,2,1,10.33
9,C,50,PREMIUM,2,2,11.35
3,S,48,EMPRESAS,2,3,7.63
1,C,50,RENTA_MASIVA,1,1,84.41
10,S,51,PREMIUM,3,3,
8,S,51,EMPRESAS,1,1,1.06
10,S,75,PREMIUM,4,1,49.68
3,S,34,PREMIUM,3,5,
10,S,44,PREMIUM,2,2,
