id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,price_period,title
BkaoSz3B2SWES1V/C8gOZg==,Propiedad,2019-11-20,9999-12-31,2019-11-20,,,Argentina,Córdoba,Villa Allende,,,,10.0,3.0,3.0,,,260000.0,,Vendo Casa 3 Dormitorios-Villa Allende-Zona Shopping
Bl55rWsqDku8KUPPxq54Hw==,Propiedad,2019-08-31,9999-12-31,2019-08-31,-34.5968979673,-58.4412148563,Argentina,Capital Federal,Villa Crespo,,,,2.0,1.0,1.0,39.0,39.0,102000.0,,VCrespo 2amb sp lumin 39m2 2xesc Gurruchaga 500 u$s102.000
BlDDC+gFIhBIprj7RAkqaQ==,Propiedad,2019-11-07,2019-11-28,2019-11-07,-34.608546999999994,-58.449707999999994,Argentina,Capital Federal,Caballito,,,,3.0,2.0,1.0,74.0,48.0,239000.0,,CABALLITO VENTA DE PH 3 AMB RECICLADO!
BlFRmOKvb6BAxjirbw06CA==,Propiedad,2020-04-03,9999-12-31,2020-04-03,-34.7077180728,-58.3389902643,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,,,,3.0,2.0,1.0,,,85000.0,,Departamento Tipo Casa en Venta en Wilde
BlTQqstb2nf/xO9hJW+Hgg==,Propiedad,2020-02-08,9999-12-31,2020-02-08,-34.6059869,-58.565519099999996,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,,,,4.0,3.0,1.0,85.0,85.0,178000.0,Mensual,PH - Tres De Febrero
BlWSQSVluhP24ekGJKyi7Q==,Propiedad,2020-01-28,2020-04-18,2020-01-28,-34.691132,-58.50565,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Villa Madero,,,4.0,3.0,1.0,304.0,112.0,82000.0,,Venta PH en La Matanza G.B.A. Zona Oeste Paunero 453
BlabkyoWZt25iPIOsAFWUQ==,Propiedad,2019-08-29,9999-12-31,2019-08-29,-34.6999334,-58.31044010000001,Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,Wilde,,,3.0,,1.0,47.0,41.0,68000.0,Mensual,Venta de departamento tipo casa PH 3 ambientes en Wilde (25883)
Bm0LGg+lRD2Q8oIMnHLeTw==,Propiedad,2020-02-04,9999-12-31,2020-02-04,-34.589751799999995,-58.5514603,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Billinghurst,,,3.0,2.0,2.0,90.0,90.0,80000.0,,PH 3 AMB.
BmAGjkTBWG9klWIMsjbI5g==,Propiedad,2019-08-20,9999-12-31,2019-08-20,-34.65221470000001,-58.5110672,Argentina,Capital Federal,Mataderos,,,,3.0,,1.0,60.0,50.0,155000.0,Mensual,PH - Mataderos
BmUV3iJkIgNeZv4DFO1FTw==,Propiedad,2020-04-06,9999-12-31,2020-04-06,-34.7007857001,-58.2817190572,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,2.0,1.0,1.0,,,70000.0,,Casa PH en Venta en Villa Alcira
BmcI7oN+6VdaSSfQnM2OPg==,Propiedad,2020-02-01,2020-03-31,2020-02-01,-34.498301700000006,-58.584835999999996,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Boulogne Sur Mer,,,3.0,2.0,1.0,57.0,51.0,80000.0,Mensual,PH al fte sin expensas de 3 ambientes  - Boulogne
Bnp/ixfEnKwrmYVj/x/J1w==,Propiedad,2019-04-25,2019-10-20,2019-04-25,-34.507677,-58.507377000000005,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Olivos,,,4.0,2.0,1.0,95.0,69.0,165000.0,,VENTA PH 4 AMBIENTES EN OLIVOS
Bnuq9maHZAJZx1091XhNSQ==,Propiedad,2019-12-07,2019-12-14,2019-12-07,-34.5992612,-58.483953299999996,Argentina,Capital Federal,Villa del Parque,,,,2.0,1.0,1.0,51.0,46.0,65000.0,,PH 2 Ambientes Planta Baja Sin Expensas
Bnv3WGLKaumdgzU/ywbKOg==,Propiedad,2020-04-04,9999-12-31,2020-04-04,-34.7076667286,-58.373748130600006,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,,,,4.0,3.0,2.0,,,160000.0,,Departamento Tipo Casa en Venta en Lanus Este
BoDaxAWNFsnX7J+Vt4nSaA==,Propiedad,2020-01-03,2020-02-13,2020-01-03,-34.605014600000004,-58.4099772,Argentina,Capital Federal,Abasto,,,,2.0,1.0,1.0,47.0,35.0,55000.0,,Valentin Gomez al 3100 VENTA PH 3 amb Patio con RENTA
BoTtBk9jfXVm4zffCgcRng==,Propiedad,2020-02-25,9999-12-31,2020-02-25,-31.4486701,-64.1668438,Argentina,Córdoba,Córdoba,,,,3.0,,2.0,,200.0,140000.0,,Venta Duplex a ESTRENAR - ZONA SUR 3 DORM
BpH98+CmjH4C/CPXbWjidw==,Propiedad,2019-10-17,2019-12-23,2019-10-17,-34.618475399999994,-58.428794599999996,Argentina,Capital Federal,Caballito,,,,4.0,3.0,2.0,240.0,140.0,215000.0,,"Departamento tipo PH. SIN EXPENSAS.  Con espacio aéreo. 4 ambientes , patio y terraza con parrilla.  Precio por M2. u$s 1.500.-"
BpUBZrgbzLEQN6OlslxCVA==,Propiedad,2020-02-14,9999-12-31,2020-02-14,-34.5805275,-58.46502579999999,Argentina,Capital Federal,Chacarita,,,,3.0,2.0,1.0,67.0,67.0,160000.0,Mensual,Venta: Hermoso PH en dúplex con parrilla propia · Cero expensas!
BpaJ0B+UhZSICnFgOPaQ2A==,Propiedad,2019-04-04,9999-12-31,2019-04-04,-34.605937,-58.42975799999999,Argentina,Capital Federal,Almagro,,,,4.0,,1.0,97.0,65.0,186000.0,Mensual,PH en Venta en Almagro 97 m2
BpnNyK8YkpcqXNW0gIQYqw==,Propiedad,2019-12-11,2019-12-20,2019-12-11,-34.857654,-58.521193999999994,Argentina,Bs.As. G.B.A. Zona Sur,Ezeiza,Ezeiza,,,10.0,7.0,4.0,315.0,200.0,80000.0,,VENTA DE DEPARTAMENTOS EN EZEIZA
Bq/wmnxrOm0hXRjF5yb1dQ==,Propiedad,2020-01-11,2020-01-13,2020-01-11,-34.57707,-58.439040000000006,Argentina,Capital Federal,Palermo,,,,4.0,3.0,2.0,118.0,118.0,590000.0,,PH 222m2 S/EXPENSAS TERRAZA PATIO PISCINA PARRILLA
Bq3CZBTFk96RtP5Rw8N6MA==,Propiedad,2019-11-22,2020-02-18,2019-11-22,,,Argentina,Buenos Aires Interior,General Pueyrredón,Sierra de los Padres,,,4.0,3.0,1.0,,,95000.0,,CASA EN VENTA
Bq6TpcFMgwTaGPii9n4AEw==,Propiedad,2020-03-11,9999-12-31,2020-03-11,-38.1158977362,-57.5971720958,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,1.0,,1.0,,,60000.0,,ACANTILADOS - CASA MONOAMBIENTE - CON FINANCIACIÓN
Bq8gm4UusuxNlf5uY98W9w==,Propiedad,2020-01-29,9999-12-31,2020-01-29,,,Argentina,Capital Federal,,,,,4.0,3.0,2.0,,,210000.0,,Venta Chalet Con Piscina Sierra De Los Padres
Br178smW4S21KSgbU+U0WA==,Propiedad,2019-11-29,2019-12-17,2019-11-29,,,Argentina,Córdoba,Córdoba,,,,10.0,5.0,3.0,,,320000.0,,Casa en Venta en URCA 5 dormitorios
Br6yHOEFW4OegkACYHrR+Q==,Propiedad,2020-04-10,9999-12-31,2020-04-10,-34.6815934727,-58.394573504300006,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,,,,4.0,3.0,2.0,,,120000.0,,Departamento Tipo Casa en Venta Cond en Valentin Alsina
BrFbp2B0A1b+4dhXxkLHJw==,Propiedad,2019-12-23,9999-12-31,2019-12-23,-34.6040325,-58.480793299999995,Argentina,Capital Federal,Villa del Parque,,,,7.0,,2.0,220.0,161.0,350000.0,Mensual,PH - Villa del Parque
BrPSVjT8egJP4aBnL4mOlg==,Propiedad,2019-05-15,9999-12-31,2019-05-15,-37.9738561,-57.583678000000006,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,2.0,1.0,1.0,40.0,,50000.0,,PH 2 ambientes en Venta - 9 de Julio
BrcmOeSOCU1yrXNekbGr9g==,Propiedad,2019-06-24,9999-12-31,2019-06-24,-34.679400799999996,-58.4704981,Argentina,Capital Federal,Villa Lugano,,,,,,,,,105000.0,Mensual,EXCELENTE DEPARTAMENTO EN PROPIEDAD HORIZONTAL
BrdwutxlI1TLM6NmivJa5w==,Propiedad,2019-10-01,9999-12-31,2019-10-01,-33.0009612,-60.6465014,Argentina,Santa Fe,Rosario,,,,4.0,,1.0,,90.0,82000.0,Mensual,PH - Saladillo
BrmpGt7S0cX5Fh6GfX3m0g==,Propiedad,2020-01-07,9999-12-31,2020-01-07,-34.4340792,-58.562516,Argentina,Bs.As. G.B.A. Zona Norte,San Fernando,San Fernando,,,2.0,,1.0,,51.0,168000.0,Mensual,PH - S.Fer.-Vias/Libert.
Bru9vfZ7aHc1QvuiP+0G0Q==,Propiedad,2019-10-13,9999-12-31,2019-10-13,-34.729683,-58.382472,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,Remedios de Escalada,,,2.0,1.0,1.0,433.0,50.0,109000.0,,PH s/Lote de 8.66 x 50 mts- Con renta de $ 16 mil
Bs5xWGS1CGIkzruTErp6FA==,Propiedad,2019-05-29,9999-12-31,2019-05-29,-34.8962506233,-55.038702594899995,Uruguay,Maldonado,Punta Ballena,,,,3.0,2.0,2.0,158.0,138.0,730000.0,Mensual,PH EN VENTA
BsAmAoQPwbBZ+iW2+W/QLA==,Propiedad,2019-10-23,2019-10-28,2019-10-23,-34.8935253,-57.960303599999996,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,,,,5.0,,1.0,70.0,70.0,99000.0,Mensual,PH - La Plata
BsC3AkeOUbcHnpeQ8eaHTQ==,Propiedad,2019-09-07,9999-12-31,2019-09-07,-34.8882351774,-57.9812525027,Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Tolosa,,,,,1.0,118.0,80.0,100000.0,Mensual,"PH 2 dorm , 2 cocheras y parrilla -118 mts 2-SIN EXPENSAS- Tolosa"
BsUvkI9zMWGc4C3vr6xxMA==,Propiedad,2019-07-03,2020-05-04,2019-07-03,-34.5048643,-58.509108,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Olivos,,,2.0,,1.0,30.0,30.0,109000.0,Mensual,"Muy buen PH 2 ambientes en excelente ubicación, refaccionado a nuevo"
BsZhxRe70l1mFZFhh6x1Sg==,Propiedad,2019-12-06,2019-12-12,2019-12-06,-34.627208700000004,-58.39821,Argentina,Capital Federal,San Cristobal,,,,2.0,,1.0,54.0,44.0,105000.0,Mensual,PH 2 AMBIENTE PLANTA BAJA TECHOS ALTO (4.20mts ) CON PATIO
Bt+U8SnSeyFr2/bIfFv2HA==,Propiedad,2019-11-14,2020-02-23,2019-11-14,-34.618595,-58.387744999999995,Argentina,Capital Federal,Constitución,,,,1.0,1.0,1.0,22.0,21.0,60000.0,,Venta de Luminoso PH Monoambiente con entrePiso
Bt2u6MnN0JoH2u4538NYRQ==,Propiedad,2020-03-17,9999-12-31,2020-03-17,-37.9982301,-57.5771468,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,2.0,1.0,1.0,,,49900.0,,PH 2 AMBIENTES PRIMER PISO CON TERRAZA
Bt8AmHGR9X3EcYxvU1iJ8Q==,Propiedad,2019-11-02,2019-12-28,2019-11-02,-34.656524,-58.514185,Argentina,Capital Federal,Mataderos,,,,4.0,3.0,1.0,89.0,76.0,155000.0,,PH 4  AMBIENTES MATADEROS TERRAZA PERMUTA
BtObk59JofJ10q7IoXEjHQ==,Propiedad,2019-06-27,2020-03-03,2019-06-27,-34.6405209,-58.57230129999999,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Villa Sarmiento,,,2.0,,1.0,33.0,33.0,60000.0,Mensual,"Departamento PH En Venta 2 Ambientes, Oportunidad! - Villa Sarmiento"
Btkecn3nDFJWXo+wC5DTAw==,Propiedad,2019-09-13,2020-01-17,2019-09-13,-34.538373029,-58.5373521671,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Munro,,,6.0,6.0,6.0,210.0,150.0,125000.0,,6 P.H. CHICOS ALQUILADOS
BtxqQsHLIv8VM5ngx39Vig==,Propiedad,2019-12-21,2020-03-04,2019-12-21,-34.6934692,-58.4898557,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Villa Celina,,,4.0,,2.0,140.0,128.0,149900.0,Mensual,PH de 3 dormitorios con cochera al frente en Villa Celina
BuMsj6NU7HcNvQBacgQobw==,Propiedad,2019-06-03,9999-12-31,2019-06-03,-38.005828799999996,-57.5458715,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,71.0,,85000.0,,PH - Macrocentro
BuOkTSYL9imAMNfs+mSPKA==,Propiedad,2019-10-21,2019-11-28,2019-10-21,-34.6264081714,-58.3956786633,Argentina,Capital Federal,San Cristobal,,,,3.0,2.0,1.0,97.0,53.0,73000.0,,PH A RECICLAR 4 AMBIENTES AL FRENTE SAN CRISTOBAL
BuQXRsF2/8ZGuxdo9ljxYQ==,Propiedad,2020-02-07,9999-12-31,2020-02-07,-34.6663627,-58.52979860000001,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Lomas del Mirador,,,2.0,1.0,1.0,,56.0,78000.0,Mensual,2 AMBIENTES | BELEN 673
Bud6lm163g6in/olVJAttg==,Propiedad,2020-01-04,9999-12-31,2020-01-04,-34.632332,-58.45301070000001,Argentina,Capital Federal,Parque Chacabuco,,,,5.0,,2.0,158.0,105.0,245000.0,Mensual,F. Bilbao 1822: Semipiso PH 3amb   U.C. 2amb   terraza propia
BuxAvXTaDFJNXS/kcU5pjA==,Propiedad,2019-11-26,2020-05-12,2019-11-26,-34.5720059,-58.5213083,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,,,,2.0,1.0,1.0,51.0,40.0,68000.0,,PH 3 AMBIENTES EN VILLA MAIPU
Bv2V6zc+itdCkhKvCicgDA==,Propiedad,2019-12-04,2019-12-19,2019-12-04,-34.598828600000004,-58.403327000000004,Argentina,Capital Federal,Barrio Norte,,,,8.0,7.0,5.0,601.0,400.0,650000.0,Mensual,Depto.tipo casa de 8 ambientes en Venta en Barrio norte
Bv8vSW0Q7lLLWdlJ5CyIOw==,Propiedad,2020-04-04,9999-12-31,2020-04-04,-34.6923161286,-58.391491165,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,,,,3.0,2.0,1.0,,,98000.0,,Departamento Tipo Casa en Venta Cond en Lanus Oeste
BvHx4oVwuAL7yPDTsKYRow==,Propiedad,2020-04-02,9999-12-31,2020-04-02,-34.72916999,-58.38800159229999,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,,,,3.0,2.0,2.0,,,145000.0,,Chalet PH en Venta en Remedios de Escalada Este
BvILOz2uVc1Q0UWBdeTi+g==,Propiedad,2019-11-24,9999-12-31,2019-11-24,-34.6520609,-58.6608834,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,,,,,3.0,2.0,,,95000.0,Mensual,PH EXCELENTE UBICACIÓN ITUZAINGÓ NORTE
BvVtF9I+UanDr8wfYC22fw==,Propiedad,2020-04-14,9999-12-31,2020-04-14,,,Argentina,Capital Federal,,,,,3.0,2.0,,,,120000.0,,"Laferrere, casa 3 amb"
BvbMJM9Mq/pJjZNlqfABbA==,Propiedad,2020-04-05,9999-12-31,2020-04-05,-34.724646412800006,-58.246266213199995,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,3.0,2.0,1.0,,,130000.0,,Casa PH en Venta en Quilmes Centro
BveZLIOVI8C/ygUMjFLXkg==,Propiedad,2019-09-16,2020-01-09,2019-09-16,,,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Villa Adelina,,,5.0,,3.0,,164.0,170000.0,Mensual,PH - Villa Adelina
BvodtRKEP4HuGTx/vPny9w==,Propiedad,2019-04-15,2019-10-15,2019-04-15,-36.701012299999995,-56.68385179999999,Argentina,Buenos Aires Costa Atlántica,San Bernardo,,,,3.0,,2.0,,75.0,50000.0,Mensual,Duplex sobre Av. Tucuman !
BwInHzzRem88rEnHYwsKbg==,Propiedad,2020-03-26,9999-12-31,2020-03-26,-34.573087,-58.448682,Argentina,Capital Federal,Colegiales,,,,4.0,3.0,2.0,303.0,196.0,450000.0,,PH 4 AMB C/ TERRAZA Y QUINCHO. SIN EXPENSAS.
Bwu865SYluJ/gm0bPYkv+Q==,Propiedad,2019-12-13,2020-01-14,2019-12-13,-34.5307796,-58.476471,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,,,,3.0,,1.0,120.0,80.0,245000.0,Mensual,PH - Barrio Vicente López
Bx2Ty0jJtVeWum969MayFw==,Propiedad,2020-02-13,2020-02-28,2020-02-13,-34.548859,-58.47865899999999,Argentina,Capital Federal,Saavedra,,,,5.0,3.0,2.0,138.0,110.0,265000.0,,PH tipo casa Triplex c/ cochera  - Parque Saavedra
BxBSg6HKOaoJNDIzjNwvkQ==,Propiedad,2019-10-07,9999-12-31,2019-10-07,-34.6456394,-58.5023671,Argentina,Capital Federal,Villa Luro,,,,3.0,,1.0,82.0,72.0,145000.0,Mensual,PH - Villa Luro
BxC4PByxpDuLli8Zegz9Nw==,Propiedad,2020-02-25,9999-12-31,2020-02-25,-31.3475792107,-64.233322,Argentina,Córdoba,Córdoba,,,,3.0,,3.0,,130.0,165000.0,,"DUPLEX EN VENTA , HOUSING , 3D , BARRIO CERRADO ,JARDIN CLARET , CORDOBA ,ARG,"
BxHmGYJKuBtyipV0hHYKBw==,Propiedad,2019-10-01,9999-12-31,2019-10-01,-34.6178778,-58.406507999999995,Argentina,Capital Federal,Balvanera,,,,3.0,,1.0,102.0,102.0,139000.0,Mensual,PH - Balvanera
BxPj/L3k63uN+TjNe7A1EQ==,Propiedad,2019-09-23,2020-01-05,2019-09-23,-34.598828000000005,-58.561783999999996,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Caseros,,,3.0,2.0,1.0,144.0,68.0,99000.0,,PH 3 ambientes con terraza de grande dimensiones
BxaJCQPdPq56tadIgC8o0Q==,Propiedad,2020-03-11,2020-03-11,2020-03-11,-34.5546703,-58.48163829999999,Argentina,Capital Federal,Coghlan,,,,4.0,2.0,2.0,,,335000.0,Mensual,PH - Coghlan
BxbI/euT1cwYgvXHI2jqAQ==,Propiedad,2020-02-15,2020-02-16,2020-02-15,-34.5798985157,-58.4723123729,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,45.0,45.0,95000.0,Mensual,Depto.tipo casa de 2 ambientes en Venta en Villa urquiza
BxrhlPUiYSWcp8k5KbVKIQ==,Propiedad,2020-02-19,9999-12-31,2020-02-19,-34.656208,-58.377416000000004,Argentina,Capital Federal,Barracas,,,,3.0,,,100.0,50.0,58500.0,,PH 1º Piso por escalera
BxsdQn/tNdouOfIprRtHQQ==,Propiedad,2019-11-07,2020-04-30,2019-11-07,-37.9890909,-57.567670400000004,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,1.0,1.0,1.0,38.0,38.0,51000.0,,PH  en planta baja a la calle a estrenar/ Zona Don Bosco
ByQ5PbmQUlei/0Oej5MFmg==,Propiedad,2019-11-27,2019-12-14,2019-11-27,-34.5594998,-58.489307200000006,Argentina,Capital Federal,Coghlan,,,,2.0,,2.0,130.0,85.0,272000.0,Mensual,Venta de PH a refaccionar en Saavedra con patio interno
ByS8PjAkrSGwj7BJ2ev5lQ==,Propiedad,2019-10-14,2020-01-29,2019-10-14,-34.6464426,-58.671614399999996,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,Ituzaingó,,,3.0,,1.0,,105.0,150000.0,Mensual,PH - Ituzaingó Norte
BzGAEUtpdo+kbWS5Ks7vWQ==,Propiedad,2019-10-12,2019-10-22,2019-10-12,-34.5923729,-58.44304150000001,Argentina,Capital Federal,Villa Crespo,,,,2.0,1.0,1.0,47.0,47.0,104500.0,,Depto.tipo casa de 2 ambientes en Venta en Villa crespo
BzQnHmsmgaAvfsx7KhC/wQ==,Propiedad,2020-02-14,9999-12-31,2020-02-14,-31.4488294,-64.5066628,Argentina,Córdoba,Villa Carlos Paz,,,,6.0,,,900.0,140.0,130000.0,Mensual,Ph venta
BzRrxPSg4Y9k9pFj/SRa3w==,Propiedad,2019-03-25,2019-11-21,2019-03-25,-34.5769846,-58.47159920000001,Argentina,Capital Federal,Villa Ortuzar,,,,4.0,,2.0,85.0,75.0,175000.0,Mensual,PH - Villa Ortuzar
BzbCn4RKT5EAarkvjBI9wg==,Propiedad,2020-01-22,9999-12-31,2020-01-22,-34.634444,-58.510695,Argentina,Capital Federal,Versalles,,,,3.0,1.0,2.0,234.0,238.0,199900.0,,Departamento 3 Ambientes con Local Versalles
BzinZl2kROpnWI4FMn0fng==,Propiedad,2019-12-16,9999-12-31,2019-12-16,-37.9851417283,-57.561432087200004,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,3.0,2.0,1.0,,,190000.0,,3 Amb. 2 Dor. 300 M2. 130 M2 Cub
C+GDC1wB0m8onyUnPRpCbw==,Propiedad,2019-08-07,9999-12-31,2019-08-07,-34.6498005,-58.5698707,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Ramos Mejía,,,4.0,,,100.0,90.0,148000.0,Mensual,Ph venta
C+ZG9IoCeMz13SpZfef7Cg==,Propiedad,2020-01-07,9999-12-31,2020-01-07,,,Argentina,Capital Federal,,,,,5.0,3.0,,,,130000.0,,BARRIO FRATERCCOP ( Villa Rosas ) Venta casa 3 dormitorios garaje y local comercial
C+ZMO8EdMyeF+spXg25Thw==,Propiedad,2019-06-05,9999-12-31,2019-06-05,-34.6418641,-58.662781499999994,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,Villa Ariza,,,3.0,,1.0,70.0,70.0,105000.0,Mensual,PH - Villa Ariza
C/DTH1HgZ1EHex6VgfSbeQ==,Propiedad,2020-04-10,9999-12-31,2020-04-10,-34.6527714615,-58.62591606,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,,,,5.0,4.0,2.0,,,179000.0,,Chalet PH en Venta Cond en Moron Centro
C/EIOfz+0eh5YtrRlSwk2g==,Propiedad,2019-11-29,9999-12-31,2019-11-29,-34.5918215,-58.4358699,Argentina,Capital Federal,Villa Crespo,,,,10.0,,1.0,273.0,273.0,740000.0,Mensual,PH - Villa Crespo
C/LDWduxwcXPW8ilkCrr/A==,Propiedad,2019-12-20,2019-12-22,2019-12-20,-34.557388,-58.578526000000004,Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Villa Ballester,,,2.0,,,,,62000.0,,Venta PH en General San Martin G.B.A. Zona Norte Urquiza 5700
C/f5b9IxkbLhU+TNXo597g==,Propiedad,2019-08-24,2019-10-10,2019-08-24,-34.581015,-58.453480000000006,Argentina,Capital Federal,Colegiales,,,,3.0,2.0,2.0,78.0,66.0,198000.0,,VENTA PH 3 AMBIENTES C/ PATIO  - COLEGIALES
C/k5mzjfw0hmArsUS9aD+w==,Propiedad,2019-06-12,9999-12-31,2019-06-12,-34.9050308,-56.1839024,Uruguay,Montevideo,,,,,4.0,3.0,2.0,72.0,72.0,200000.0,Mensual,PH EN VENTA
C/q9Adj7twHCt+VwCDBZ0A==,Propiedad,2020-04-05,9999-12-31,2020-04-05,-34.7246718651,-58.265251828400004,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,2.0,1.0,1.0,,,95000.0,,Casa PH en Venta en Quilmes Oeste
C005qJUB3UXClmzTlV1r5Q==,Propiedad,2019-10-04,9999-12-31,2019-10-04,-34.547821899999995,-58.5060283,Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Villa Martelli,,,3.0,,1.0,59.0,59.0,78000.0,Mensual,PH 3 amb con patio A REFACCIONAR- Villa Martelli
C03oM0qzvptHocH73glMJQ==,Propiedad,2019-11-26,9999-12-31,2019-11-26,-34.5908249,-58.43885,Argentina,Capital Federal,Villa Crespo,,,,,1.0,1.0,55.0,45.0,109000.0,,2 AMB. AMPLIOS EN PLANTA BAJA CON 2 PATIOS EN BUEN ESTADO.
C06IYp4FvPn3lHJs+5IqEA==,Propiedad,2020-01-02,2020-02-01,2020-01-02,-34.450347,-58.539908999999994,Argentina,Bs.As. G.B.A. Zona Norte,San Fernando,Victoria,,,3.0,2.0,1.0,123.0,97.0,85000.0,,VENTA PH 3 AMBIENTES 2 TERRAZAS A RECICLAR.
C0E7Ztqe+bOaM1NJLTPcSg==,Propiedad,2020-04-10,9999-12-31,2020-04-10,-34.7362645411,-58.272890759700005,Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,,,,2.0,1.0,1.0,,,68000.0,,Casa PH en Venta en Quilmes Oeste
C0ELfCbdzYxkyx4jy2Xu7Q==,Propiedad,2019-11-08,9999-12-31,2019-11-08,,,Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,Ituzaingó,,,3.0,,2.0,,70.0,110000.0,Mensual,PH - Ituzaingó Norte
C0P7oTkriBqUuNVaVRyebw==,Propiedad,2019-11-07,9999-12-31,2019-11-07,,,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Ramos Mejía,,,3.0,,1.0,70.0,70.0,90000.0,,PH en Venta Ramos Mejia / La Matanza (A161 753)
C0QV/C+obLvGcNod5OVJEA==,Propiedad,2020-04-03,9999-12-31,2020-04-03,-34.765387541500004,-58.4157270566,Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,,,,2.0,1.0,1.0,,,115000.0,,Departamento Tipo Casa en Venta en Lomas de Zamora Oeste
C0b9E30C44oFH4wokmutWA==,Propiedad,2020-04-02,9999-12-31,2020-04-02,-34.5699557401,-58.604393143500005,Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,,,,3.0,2.0,1.0,,,80000.0,,Casa Fondo en Venta en Loma Hermosa
C0jmF8HW9iZWQRRdbFY3bQ==,Propiedad,2020-02-23,2020-03-12,2020-02-23,-34.632551299999996,-58.4484365,Argentina,Capital Federal,Caballito,,,,4.0,3.0,1.0,103.0,73.0,145000.0,Mensual,PH Sin Expensas  Caballito Parque Chacabuco 103 m2 terraza
C0pAP/JUTAeqltDb7NvJQw==,Propiedad,2020-04-13,9999-12-31,2020-04-13,-38.0413945,-57.5784267,Argentina,Buenos Aires Costa Atlántica,Mar del Plata,,,,4.0,3.0,2.0,,,40000.0,,Chalet 2 plantas
C0r/e9WdrLhvftq3nX3RhQ==,Propiedad,2019-12-18,9999-12-31,2019-12-18,-34.5556232,-58.471870200000005,Argentina,Capital Federal,Nuñez,,,,4.0,,1.0,87.0,80.0,248000.0,Mensual,PH - Nuñez
C0v2iZzkJo8CiiFBGzb9vA==,Propiedad,2019-11-16,2019-12-23,2019-11-16,-34.5407354,-58.4773119,Argentina,Capital Federal,Nuñez,,,,5.0,4.0,3.0,130.0,118.0,425000.0,,VEDIA 2600 / NUÑEZ / VENTA PH 5 AMBIENTES CON COCHERA
C14Szy8bK41OepWgYuSOMQ==,Propiedad,2020-02-19,9999-12-31,2020-02-19,-34.7014524,-58.5984691,Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,,,,,2.0,1.0,,,90000.0,,"ALBARELLOS 2279, entre Hualfin y Lafuente, Isidro Casanova"
C1DQdia/vt1sTgtga2gPjg==,Propiedad,2020-03-27,9999-12-31,2020-03-27,-34.6978372413,-58.4068393707,Argentina,Bs.As. G.B.A. Zona Sur,Lanús,,,,2.0,1.0,1.0,,,45000.0,,Departamento Tipo Casa en Venta en Lanus Oeste
