id,property_type,Barrio,lat,lon,Dist a Comisaria (km),Distancia a Hospital  Publico(km),Distancia a Estación Subte (km),Distancia a Biblioteca (km),Distancia a punto de Wifi  público(km),Distancia a Escuela Privada,Distancia a Escuela Pública,Distancia a Espacio Verde (km),Distancia a Espacio Verde (km),Calles Anegadas,Calles Anegadas,Superficie (m2),Precio M2 (U$S),Ambientes
3884,apartment,Belgrano,-34.568287,-58.448017,1.00092036,1.72622,0.3618165044,0.6629432052,0.6490515225,0.1375116,0.4162295,0.5104515,0.5098736,0.8955141,0.8527976,40,2750,2
3885,apartment,Belgrano,-34.568287,-58.448017,1.00092036,1.72622,0.3618165044,0.6629432052,0.6490515225,0.1375116,0.4162295,0.5104515,0.5098736,0.8955141,0.8527976,246,853.6585366,3
3886,apartment,Belgrano,-34.568287,-58.448017,1.00092036,1.72622,0.3618165044,0.6629432052,0.6490515225,0.1375116,0.4162295,0.5104515,0.5098736,0.8955141,0.8527976,270,1111.1111111,4
3887,apartment,Belgrano,-34.568287,-58.448017,1.00092036,1.72622,0.3618165044,0.6629432052,0.6490515225,0.1375116,0.4162295,0.5104515,0.5098736,0.8955141,0.8527976,120,2158.3333333,4
3888,apartment,Belgrano,-34.561222,-58.448057,0.76338227,1.04119,0.67003258,0.4983019992,0.0740614082,0.1979688,0.5014225,0.3751719,0.3745347,0.5271884,0.5231797,78,2500,2
3889,apartment,Caballito,-34.627717,-58.44806,0.10434033,1.45553,0.4692075901,0.5160742501,0.6369925716,0.1732855,0.1319945,0.645732,0.645732,2.6061037,2.5106593,54,2314.8148148,1
3890,apartment,Chacarita,-34.589825,-58.448085,0.49095153,2.06103,0.2161607678,0.1688627284,0.2845866701,0.1586795,0.371248,0.2349001,0.2349001,0.6155576,0.6125798,110,2500,3
3891,apartment,Belgrano,-34.565567,-58.448093,0.96343648,1.45283,0.3771303541,0.463481256,0.4452211779,0.2374779,0.5808962,0.666056,0.6651602,0.8122774,0.7436386,196,2295.9183673,5
3892,apartment,Belgrano,-34.565567,-58.448093,0.96343648,1.45283,0.3771303541,0.463481256,0.4452211779,0.2374779,0.5808962,0.666056,0.6651602,0.8122774,0.7436386,160,2187.5,4
3893,apartment,Villa Crespo,-34.604406,-58.448107,0.85737912,1.05784,0.9845353497,1.464258994,0.9227935495,0.0985052,0.1960591,0.1893555,0.1878108,0.3817519,0.2455425,51,2254.9019608,3
3894,apartment,Belgrano,-34.554156,-58.448111,0.37777647,0.65347,1.189088496,0.9506644538,0.8306403946,0.0598897,0.3831133,0.5257386,0.4269027,0.3943347,0.2725403,45,2288.8888889,2
3895,apartment,Belgrano,-34.570192,-58.448114,0.90801551,1.92758,0.3163338145,0.8334091832,0.8178304064,0.1499814,0.3284795,0.4778103,0.477643,0.9941336,0.9638094,220,1904.5454545,5
3896,apartment,Belgrano,-34.570192,-58.448114,0.90801551,1.92758,0.3163338145,0.8334091832,0.8178304064,0.1499814,0.3284795,0.4778103,0.477643,0.9941336,0.9638094,60,2583.3333333,3
3897,apartment,Villa Crespo,-34.597059,-58.448188,0.68050182,1.44142,0.597013956,0.6593804244,0.5453539554,0.1954071,0.1986594,0.6975223,0.6975223,0.0384869,0.0352785,126,1746.031746,4
3898,apartment,Belgrano,-34.575955,-58.448213,0.89776087,2.42217,0.7371662,1.424359331,1.383849466,0.0602821,0.0475379,0.3734013,0.3734013,1.4148617,1.3844076,35,1957.1428571,1
3899,apartment,Colegiales,-34.575955,-58.448213,0.89776087,2.42217,0.7371662,1.424359331,1.383849466,0.0602821,0.0475379,0.3734013,0.3734013,1.4148617,1.3844076,366,707.6502732,5
3900,house,Belgrano,-34.554294,-58.448228,0.3856718,0.66503,1.17043417,0.9608144466,0.8146487308,0.0418492,0.3823084,0.544457,0.4454674,0.3768405,0.2549366,345,2391.3043478,5
3901,apartment,Caballito,-34.624357,-58.448247,0.27010445,1.45718,0.0991851106,0.8391896479,0.9745637417,0.1831369,0.2790021,0.6635176,0.6633454,2.242522,2.1419684,83,2072.2891566,3
3902,apartment,Villa Crespo,-34.597563,-58.448283,0.68838852,1.399,0.653699089,0.7113786704,0.5995591914,0.2502288,0.2257469,0.7496864,0.7496864,0.0753183,0.0712895,43,1813.9534884,1
3903,apartment,Colegiales,-34.581579,-58.448324,1.2421936,2.18527,0.8770556202,0.8699342874,0.8844489102,0.192765,0.2578187,0.3366644,0.3303561,1.0833903,1.0432564,75,2333.3333333,3
3904,apartment,Colegiales,-34.576025,-58.44833,0.91045495,2.41683,0.7489114331,1.428861351,1.381937271,0.0726632,0.0533452,0.3788334,0.3786603,1.416871,1.3841899,65,2030.7692308,2
3905,apartment,Colegiales,-34.576025,-58.44833,0.91045495,2.41683,0.7489114331,1.428861351,1.381937271,0.0726632,0.0533452,0.3788334,0.3786603,1.416871,1.3841899,40,2050,1
3906,apartment,Belgrano,-34.576019,-58.448346,0.91161732,2.41522,0.7489729652,1.427817789,1.383215494,0.0729751,0.0526104,0.3804401,0.3802108,1.4152859,1.3827786,35,2028.5714286,1
3907,apartment,Caballito,-34.62468,-58.44836,0.23507059,1.46481,0.1307418586,0.8018894609,0.9457964765,0.1840847,0.2667114,0.6925924,0.6924569,2.2737806,2.1745943,120,2241.6666667,3
3908,apartment,Villa Crespo,-34.596466,-58.448395,0.61673482,1.47096,0.5336925536,0.5906987458,0.4772049826,0.1514599,0.2139424,0.6288457,0.6288457,0.0854534,0.0163056,79,2012.6582278,4
3909,apartment,Villa Crespo,-34.596466,-58.448395,0.61673482,1.47096,0.5336925536,0.5906987458,0.4772049826,0.1514599,0.2139424,0.6288457,0.6288457,0.0854534,0.0163056,165,1000,3
3910,apartment,Parque Chacabuco,-34.638115,-58.448402,1.20694664,0.82916,0.2577930351,0.5723666363,0.7470445675,0.1764435,0.0538932,0.5096999,0.5096999,2.3135584,2.3109645,45,2044.4444444,3
3911,apartment,Belgrano,-34.561989,-58.448415,0.74980191,1.12878,0.5812043591,0.4273318791,0.0515009444,0.1115898,0.516786,0.4241901,0.4236681,0.573409,0.5732284,154,2792.2077922,3
3912,apartment,Belgrano,-34.561989,-58.448415,0.74980191,1.12878,0.5812043591,0.4273318791,0.0515009444,0.1115898,0.516786,0.4241901,0.4236681,0.573409,0.5732284,81,2777.7777778,3
3913,apartment,Caballito,-34.615885,-58.44842,0.66612745,1.22774,0.8328411085,1.751443703,0.0966703706,0.1857676,0.2094039,0.4734081,0.466434,1.3652937,1.2382527,50,1700,1
3914,apartment,Caballito,-34.615885,-58.44842,0.66612745,1.22774,0.8328411085,1.751443703,0.0966703706,0.1857676,0.2094039,0.4734081,0.466434,1.3652937,1.2382527,60,1666.65,2
3915,apartment,Caballito,-34.615885,-58.44842,0.66612745,1.22774,0.8328411085,1.751443703,0.0966703706,0.1857676,0.2094039,0.4734081,0.466434,1.3652937,1.2382527,100,1299.99,3
3916,apartment,Caballito,-34.611816,-58.44844,0.87779728,1.00933,1.165140695,1.825485748,0.357832182,0.1449111,0.2492889,0.4456567,0.4394916,0.9919958,0.8391382,140,928.5714286,4
3917,apartment,Belgrano,-34.56354,-58.44849,0.80821284,1.27447,0.447590314,0.3770829288,0.2168801312,0.0975951,0.4886851,0.5762651,0.5758575,0.7091293,0.7056367,277,3104.6931408,6
3918,apartment,Belgrano,-34.570569,-58.448536,0.92926036,1.98029,0.3597869369,0.8525590366,0.8364703057,0.1039551,0.2881222,0.4460971,0.446036,0.9887898,0.9515197,58,2793.1034483,3
3919,apartment,Villa Crespo,-34.60393,-58.448574,0.85723045,1.07732,0.9945167275,1.406688279,0.9794389973,0.1483862,0.1534305,0.2468877,0.2451368,0.3177537,0.1880618,30,2833.3333333,1
3920,PH,Caballito,-34.614359,-58.448585,0.79342035,1.14186,0.955980151,1.787327957,0.0802018283,0.2413947,0.0621882,0.4221112,0.4147555,1.2112415,1.0772651,61,1803.2786885,1
3921,apartment,Caballito,-34.614386,-58.448677,0.78639025,1.15062,0.9598769586,1.795404019,0.0810675027,0.2402449,0.0708183,0.430978,0.4236241,1.2093301,1.0763398,55,1981.8181818,2
3922,apartment,Belgrano,-34.563056,-58.448696,0.76727842,1.24011,0.4723787953,0.3645566545,0.1619825671,0.0469534,0.4701532,0.5192275,0.5188167,0.6542477,0.6542477,105,2666.6666667,2
3923,apartment,Belgrano,-34.563056,-58.448696,0.76727842,1.24011,0.4723787953,0.3645566545,0.1619825671,0.0469534,0.4701532,0.5192275,0.5188167,0.6542477,0.6542477,117,2478.6324786,3
3924,apartment,Belgrano,-34.561596,-58.44873,0.7108474,1.11239,0.6017376503,0.4238804683,0.0009967838,0.1310405,0.497455,0.3718173,0.371299,0.5210061,0.520859,112,4107.1428571,4
3925,apartment,Belgrano,-34.571083,-58.448764,0.9322023,2.04121,0.3938131652,0.8959634401,0.8795282393,0.0981642,0.274917,0.4415905,0.4415905,1.010141,0.9658603,99,2272.7272727,4
3926,apartment,Chacarita,-34.59266,-58.448796,0.35571988,1.76372,0.1535290636,0.19062249,0.058541003,0.1953764,0.1212365,0.2237586,0.2237586,0.3575881,0.3406785,34,1941.1764706,2
3927,apartment,Parque Chacabuco,-34.633744,-58.448826,0.77813803,1.2291,0.3232517898,0.3531143584,0.4579843935,0.3586735,0.3026086,0.5147161,0.3952672,2.7904561,2.787543,82,1463.4146341,3
3928,apartment,Belgrano,-34.565946,-58.44883,0.9402753,1.52139,0.3040334379,0.4278533813,0.4172838562,0.1763755,0.5422068,0.5884676,0.587557,0.7497925,0.6857437,214,1705.6074766,5
3929,apartment,Chacarita,-34.58875,-58.448837,0.51469222,2.04584,0.3504071483,0.2305241629,0.3879230335,0.2958056,0.4561585,0.2815167,0.280912,0.6942811,0.6942811,45,2244.4444444,1
3930,apartment,Belgrano,-34.563111,-58.448841,0.7579064,1.25274,0.4589932833,0.3503586708,0.168448392,0.0402959,0.4565302,0.5201489,0.5197586,0.6515505,0.6515505,87,3218.3908046,2
3931,apartment,Belgrano,-34.563134,-58.448858,0.7576272,1.25573,0.4560394269,0.3483702398,0.1711106223,0.0412145,0.4548478,0.5220141,0.5216271,0.6527731,0.6527731,202,2564.3564356,4
3932,apartment,Belgrano,-34.563134,-58.448858,0.7576272,1.25573,0.4560394269,0.3483702398,0.1711106223,0.0412145,0.4548478,0.5220141,0.5216271,0.6527731,0.6527731,202,2564.3564356,5
3933,apartment,Belgrano,-34.564636,-58.448891,0.84219202,1.39746,0.3453211349,0.3562645679,0.3382066075,0.2006054,0.474384,0.6315953,0.6315953,0.7375818,0.6610253,216,1828.7037037,5
3934,apartment,Belgrano,-34.566052,-58.448897,0.94401127,1.5347,0.2969472607,0.430050059,0.4190445074,0.163707,0.5435452,0.5757327,0.5748254,0.7455004,0.682678,106,1320.754717,3
3935,apartment,Belgrano,-34.566052,-58.448897,0.94401127,1.5347,0.2969472607,0.430050059,0.4190445074,0.163707,0.5435452,0.5757327,0.5748254,0.7455004,0.682678,53,2433.9622642,2
3936,PH,Caballito,-34.613929,-58.448912,0.81940803,1.14361,1.011047014,1.82262444,0.1361618078,0.185104,0.0810605,0.4448075,0.4374288,1.1547736,1.0211503,90,2200,2
3937,apartment,Caballito,-34.607017,-58.448983,0.89589411,1.03127,1.225020289,1.746169077,0.894127382,0.3470049,0.0650317,0.0396518,0.0396518,0.6429644,0.4585096,84,1607.1428571,3
3938,apartment,Villa Crespo,-34.607017,-58.448983,0.89589411,1.03127,1.225020289,1.746169077,0.894127382,0.3470049,0.0650317,0.0396518,0.0396518,0.6429644,0.4585096,84,1607.1428571,3
3939,apartment,Flores,-34.624711,-58.449016,0.24543809,1.52458,0.1356731238,0.779394888,0.9691128666,0.1259168,0.213346,0.706569,0.7043234,2.2602503,2.1652447,110,2172.7272727,5
3940,house,Colegiales,-34.575843,-58.44909,0.97035974,2.34655,0.7653362042,1.391651516,1.374330403,0.118072,0.0742109,0.4498929,0.4458652,1.3483283,1.3270616,500,1400,4
3941,apartment,Belgrano,-34.561185,-58.449132,0.66551803,1.10217,0.6242339085,0.4221450049,0.0596990966,0.1665307,0.4609783,0.313745,0.3132439,0.4624166,0.4621918,202,2425.7425743,4
3942,apartment,Belgrano,-34.554792,-58.449182,0.46867211,0.75757,1.072015684,0.9850754823,0.7591354444,0.0618633,0.3535149,0.4630018,0.4628418,0.2733224,0.1514895,85,2705.8823529,1
3943,apartment,Chacarita,-34.5902,-58.449189,0.38345268,1.97241,0.225035786,0.1562993866,0.2254386736,0.2172202,0.2920664,0.1298133,0.1297526,0.628587,0.601474,35,2171.4285714,1
3944,apartment,Villa Luro,-34.621528,-58.449363,0.37572266,1.61555,0.232230634,1.117619873,0.7307307868,0.3344921,0.3560533,0.6247161,0.6247161,1.9114399,1.8120769,233,793.9914163,3
3945,apartment,Caballito,-34.62501,-58.449374,0.229466,1.5558,0.1775970105,0.7384462909,0.9559465328,0.1102398,0.1924444,0.6906089,0.6876777,2.2838946,2.1917075,80,2250,3
3946,PH,Belgrano,-34.546507,-58.449436,1.0480284,1.13001,1.56267775,0.247385192,1.562809018,0.0106376,0.6231418,0.4027881,0.4027881,0.8432757,0.8335672,54,2777.7777778,1
3947,apartment,Belgrano,-34.565482,-58.449441,0.86409296,1.50414,0.2598216489,0.3522701045,0.3421130392,0.2264139,0.467392,0.5915019,0.5905345,0.6883491,0.6202444,105,2171.4285714,3
3948,apartment,Belgrano,-34.565482,-58.449441,0.86409296,1.50414,0.2598216489,0.3522701045,0.3421130392,0.2264139,0.467392,0.5915019,0.5905345,0.6883491,0.6202444,160,2750,4
3949,apartment,Belgrano,-34.565482,-58.449441,0.86409296,1.50414,0.2598216489,0.3522701045,0.3421130392,0.2264139,0.467392,0.5915019,0.5905345,0.6883491,0.6202444,53,2075.4716981,2
3950,apartment,Belgrano,-34.565482,-58.449441,0.86409296,1.50414,0.2598216489,0.3522701045,0.3421130392,0.2264139,0.467392,0.5915019,0.5905345,0.6883491,0.6202444,93,2419.3548387,3
3951,apartment,Belgrano,-34.565482,-58.449441,0.86409296,1.50414,0.2598216489,0.3522701045,0.3421130392,0.2264139,0.467392,0.5915019,0.5905345,0.6883491,0.6202444,134,2156.7164179,4
3952,apartment,Flores,-34.625042,-58.449479,0.23155686,1.56529,0.1846493589,0.7325754748,0.9577940246,0.0999837,0.1852549,0.6836202,0.6805714,2.2849546,2.1934939,74,2432.4324324,4
3953,apartment,Caballito,-34.625042,-58.44948,0.23160721,1.56538,0.1846870213,0.7325529048,0.957841214,0.0998975,0.1851728,0.6835386,0.6804892,2.284932,2.1934778,70,2128.5714286,2
3954,apartment,Caballito,-34.62491,-58.449481,0.24406308,1.56602,0.1714434941,0.7467806707,0.970511582,0.0959866,0.179061,0.676902,0.6740626,2.2706711,2.1789995,82,2646.3414634,3
3955,apartment,Caballito,-34.625029,-58.449488,0.23321898,1.56616,0.1836742617,0.7337757124,0.9594590597,0.0997087,0.1838772,0.6822287,0.6791946,2.283349,2.1919241,64,1750,3
3956,apartment,Belgrano,-34.569543,-58.449499,1.05310118,1.90806,0.4415809193,0.7118682588,0.6954897857,0.1199492,0.2263209,0.3489302,0.3485936,0.8490056,0.8177704,71,2253.5211268,3
3957,apartment,Caballito,-34.625024,-58.449504,0.23449069,1.56764,0.183787776,0.7339580512,0.9606914749,0.0985387,0.1823159,0.68067,0.6776334,2.2824491,2.1911185,79,2392.4050633,3
3958,apartment,Belgrano,-34.569631,-58.449563,1.05464204,1.9194,0.4467006875,0.7185666887,0.7021013837,0.1095687,0.2166176,0.3425826,0.3422731,0.8502299,0.8173446,52,2500,2
3959,apartment,Belgrano,-34.562134,-58.449629,0.64885511,1.21135,0.5093550934,0.3221685646,0.1022191502,0.0671473,0.4058924,0.394219,0.3938859,0.5210213,0.5210213,214,2172.8971963,5
3960,apartment,Belgrano,-34.562122,-58.44964,0.64745127,1.211,0.5100962832,0.3220340166,0.1022786021,0.0687928,0.4053782,0.3926579,0.392326,0.5193487,0.5193487,117,4051.2820513,4
3961,apartment,Colegiales,-34.573707,-58.449673,0.9829324,2.18609,0.6161627151,1.147969851,1.130659469,0.1455975,0.2373074,0.55246,0.55246,1.1709752,1.105099,61,1631.147541,3
3962,apartment,Belgrano,-34.563705,-58.449687,0.72302698,1.35166,0.3585109362,0.2670468677,0.2503928945,0.1080152,0.3807368,0.5137277,0.5137277,0.6694534,0.5943964,226,1548.6725664,5
3963,apartment,Belgrano,-34.563705,-58.449687,0.72302698,1.35166,0.3585109362,0.2670468677,0.2503928945,0.1080152,0.3807368,0.5137277,0.5137277,0.6694534,0.5943964,195,2041.025641,4
3964,house,Chacarita,-34.586024,-58.449688,0.73432609,1.96816,0.5067621952,0.4676676042,0.5726208436,0.3002597,0.1722285,0.5576801,0.5565539,0.8703828,0.8703828,141,2304.964539,4
3965,apartment,Belgrano,-34.565052,-58.449692,0.81467834,1.47563,0.258553637,0.3072232261,0.298410349,0.2316523,0.4240595,0.6014081,0.6014081,0.663165,0.5906836,230,2913.0434783,5
3966,apartment,Belgrano,-34.565052,-58.449692,0.81467834,1.47563,0.258553637,0.3072232261,0.298410349,0.2316523,0.4240595,0.6014081,0.6014081,0.663165,0.5906836,240,1875,4
3967,apartment,Belgrano,-34.565052,-58.449692,0.81467834,1.47563,0.258553637,0.3072232261,0.298410349,0.2316523,0.4240595,0.6014081,0.6014081,0.663165,0.5906836,184,1896.7391304,4
3968,apartment,Belgrano,-34.563614,-58.449699,0.71659092,1.34414,0.36580495,0.2660339378,0.2413508108,0.0997159,0.3786448,0.5076594,0.5076594,0.659876,0.5948927,250,3200,5
3969,apartment,Caballito,-34.620664,-58.449715,0.3226314,1.67498,0.3336180154,1.207828211,0.641552315,0.3131423,0.3299051,0.6132459,0.6132459,1.8100193,1.7111992,60,2216.6666667,2
3970,apartment,Belgrano,-34.570401,-58.449766,1.04207275,2.0053,0.4691330362,0.7919800415,0.7751280772,0.0250559,0.175611,0.3319577,0.3319126,0.891124,0.8470538,71,3507.0422535,2
3971,apartment,Belgrano,-34.565165,-58.44979,0.81660535,1.49107,0.2445457159,0.3060681126,0.2964848978,0.2286524,0.4220377,0.6005088,0.6005088,0.6544439,0.5832275,355,2338.028169,5
3972,apartment,Caballito,-34.624014,-58.449852,0.34764158,1.60717,0.1225816404,0.8373079919,1.011020797,0.0640622,0.1358334,0.6073409,0.6058731,2.1656357,2.0748709,108,2222.2222222,3
3973,apartment,Belgrano,-34.560841,-58.449884,0.59150605,1.12331,0.6272718979,0.4023237907,0.1361027221,0.2109076,0.3965907,0.2499893,0.2496052,0.3934623,0.3908869,38,3947.3684211,1
3974,apartment,Caballito,-34.616236,-58.449886,0.55324372,1.35794,0.8198036658,1.696299723,0.2009570614,0.2021665,0.2983259,0.6087899,0.6017523,1.341537,1.2295977,160,1375,6
3975,apartment,Caballito,-34.624153,-58.449972,0.3394624,1.61659,0.1395508968,0.8201917901,1.027956451,0.0454456,0.1221025,0.6022161,0.6004133,2.1780045,2.0882934,98,1581.6326531,2
3976,apartment,Villa Crespo,-34.6,-58.45,0.8208353,1.11225,0.9482210151,0.9618779513,0.8689471608,0.4241778,0.3726865,0.6433665,0.6390563,0.0600199,0.0600199,113,2300.8849558,3
3977,apartment,Villa Crespo,-34.6,-58.45,0.8208353,1.11225,0.9482210151,0.9618779513,0.8689471608,0.4241778,0.3726865,0.6433665,0.6390563,0.0600199,0.0600199,63,2060.3174603,2
3978,apartment,Villa Crespo,-34.6,-58.45,0.8208353,1.11225,0.9482210151,0.9618779513,0.8689471608,0.4241778,0.3726865,0.6433665,0.6390563,0.0600199,0.0600199,40,2125,1
3979,apartment,Caballito,-34.616667,-58.45,0.50778516,1.39527,0.7739141714,1.64762372,0.242539883,0.1792179,0.3442475,0.6422556,0.6352717,1.3818784,1.2728451,33,2303.030303,1
3980,apartment,Colegiales,-34.584704,-58.450007,0.86408819,1.95605,0.5376838481,0.6030847673,0.6007139102,0.2042701,0.0708642,0.6403505,0.635983,0.9736346,0.9736346,33,2575.7575758,1
3981,apartment,Colegiales,-34.584704,-58.450007,0.86408819,1.95605,0.5376838481,0.6030847673,0.6007139102,0.2042701,0.0708642,0.6403505,0.635983,0.9736346,0.9736346,107,2429.9065421,4
3982,apartment,Caballito,-34.624051,-58.450029,0.35189752,1.62288,0.1389978527,0.8305582905,1.017556917,0.0504483,0.1191054,0.5933998,0.591763,2.1657357,2.0762402,55,2454.5454545,2
3983,apartment,Caballito,-34.624051,-58.450029,0.35189752,1.62288,0.1389978527,0.8305582905,1.017556917,0.0504483,0.1191054,0.5933998,0.591763,2.1657357,2.0762402,54,2129.6296296,2
3984,apartment,Caballito,-34.624051,-58.450029,0.35189752,1.62288,0.1389978527,0.8305582905,1.017556917,0.0504483,0.1191054,0.5933998,0.591763,2.1657357,2.0762402,54,2222.2222222,2
3985,apartment,Caballito,-34.623977,-58.450086,0.36164427,1.62892,0.1406384518,0.837900549,1.010278667,0.0549409,0.1163545,0.5857332,0.5842115,2.1564988,2.0672689,65,2153.8461538,3
3986,apartment,Caballito,-34.617528,-58.450162,0.42339979,1.46735,0.682331357,1.550911386,0.3285815395,0.1295516,0.315031,0.7097985,0.702969,1.4661152,1.3618517,55,1545.4545455,2
3987,apartment,Belgrano,-34.569321,-58.450167,1.11910983,1.91168,0.3892771915,0.6663691734,0.6495602288,0.0613784,0.1907325,0.2907972,0.290366,0.7853191,0.7521884,283,1731.4487633,4
3988,apartment,Villa Crespo,-34.599159,-58.450194,0.81045499,1.1516,0.8622904762,0.8681714252,0.7777223605,0.4816722,0.282717,0.7320251,0.725855,0.0830978,0.0625867,84,1607.1428571,2
3989,apartment,Colegiales,-34.583275,-58.450203,1.01375248,1.96913,0.6217653886,0.7493568776,0.6788394128,0.1744642,0.1318718,0.5650393,0.5595853,1.0873549,1.0873549,320,734.375,4
3990,apartment,Chacarita,-34.583275,-58.450203,1.01375248,1.96913,0.6217653886,0.7493568776,0.6788394128,0.1744642,0.1318718,0.5650393,0.5595853,1.0873549,1.0873549,320,734.375,4
3991,apartment,Chacarita,-34.583275,-58.450203,1.01375248,1.96913,0.6217653886,0.7493568776,0.6788394128,0.1744642,0.1318718,0.5650393,0.5595853,1.0873549,1.0873549,162,1475.308642,4
3992,apartment,Belgrano,-34.559669,-58.450412,0.5404859,1.07635,0.6299862005,0.4894763007,0.2651103195,0.2627852,0.3945057,0.1108471,0.1104722,0.256884,0.2566908,350,2142.8571429,4
3993,apartment,Parque Chacabuco,-34.634408,-58.450414,0.81682283,1.10874,0.2209715806,0.3458861193,0.6199270396,0.3211397,0.313331,0.5344276,0.5342634,2.763439,2.7609759,81,1481.4814815,2
3994,apartment,Belgrano,-34.56121,-58.450451,0.54747058,1.1893,0.5669833343,0.3382429539,0.1644562554,0.194006,0.3401267,0.2781426,0.2779353,0.3935539,0.3935539,195,3179.4871795,4
3995,apartment,Belgrano,-34.55759,-58.450463,0.60411145,0.96071,0.762453687,0.7056596612,0.4741925503,0.2538218,0.5278461,0.1307423,0.1306312,0.066765,0.066765,53,2584.9056604,2
3996,apartment,Belgrano,-34.566026,-58.450466,0.84460418,1.6052,0.1540542471,0.3262915779,0.3120190363,0.1403496,0.4297798,0.4883636,0.4873689,0.6033805,0.5438827,145,2758.6206897,3
3997,apartment,Colegiales,-34.572708,-58.450487,1.05867774,2.07119,0.6119578173,1.02346506,1.006002883,0.0159395,0.269062,0.4188054,0.4188054,1.0378417,0.9719319,63,1507.9365079,3
3998,apartment,Belgrano,-34.564113,-58.450492,0.69073938,1.43223,0.2784903561,0.1991588904,0.1951776168,0.1416539,0.3169906,0.4798014,0.4798014,0.597746,0.5158236,105,2714.2857143,3
3999,apartment,Belgrano,-34.562765,-58.450493,0.60565413,1.31636,0.4128388561,0.2183589915,0.2077887925,0.1095185,0.3107634,0.4000692,0.4000692,0.5434011,0.5434011,470,1893.6170213,5
4000,apartment,Belgrano,-34.564234,-58.450584,0.69306376,1.44806,0.2625994364,0.1948226156,0.1895173392,0.132336,0.3129943,0.4822623,0.4822623,0.5873554,0.5064708,29,3172.4137931,1
4001,house,Belgrano,-34.551754,-58.450604,0.68944445,0.91322,1.163063404,0.625001449,1.109649525,0.302165,0.1215805,0.5398991,0.437234,0.371489,0.2560617,344,2093.0232558,4
4002,apartment,Belgrano,-34.564155,-58.450614,0.68522631,1.44276,0.2686116713,0.1895776204,0.1849715399,0.1300572,0.3076349,0.4743664,0.4743664,0.5859577,0.5043072,189,2910.0529101,4
4003,apartment,Belgrano,-34.566869,-58.450672,0.90849205,1.69469,0.1519256187,0.3965517287,0.3805764639,0.045962,0.3922273,0.4002778,0.3993121,0.610402,0.5634449,62,2000,3
4004,apartment,Belgrano,-34.566869,-58.450672,0.90849205,1.69469,0.1519256187,0.3965517287,0.3805764639,0.045962,0.3922273,0.4002778,0.3993121,0.610402,0.5634449,38,2236.8421053,1
4005,apartment,Chacarita,-34.582087,-58.450678,1.1354771,1.96248,0.6949995765,0.8869457684,0.7454162976,0.1189902,0.0372419,0.5595921,0.5533192,1.210037,1.2097157,82,1485.0609756,2
4006,apartment,Chacarita,-34.582087,-58.450678,1.1354771,1.96248,0.6949995765,0.8869457684,0.7454162976,0.1189902,0.0372419,0.5595921,0.5533192,1.210037,1.2097157,40,2404.975,1
4007,apartment,Chacarita,-34.582087,-58.450678,1.1354771,1.96248,0.6949995765,0.8869457684,0.7454162976,0.1189902,0.0372419,0.5595921,0.5533192,1.210037,1.2097157,41,2461.8292683,1
4008,apartment,Belgrano,-34.582087,-58.450678,1.1354771,1.96248,0.6949995765,0.8869457684,0.7454162976,0.1189902,0.0372419,0.5595921,0.5533192,1.210037,1.2097157,41,2512.195122,1
4009,apartment,Colegiales,-34.582087,-58.450678,1.1354771,1.96248,0.6949995765,0.8869457684,0.7454162976,0.1189902,0.0372419,0.5595921,0.5533192,1.210037,1.2097157,35,2742.8571429,1
4010,apartment,Colegiales,-34.582087,-58.450678,1.1354771,1.96248,0.6949995765,0.8869457684,0.7454162976,0.1189902,0.0372419,0.5595921,0.5533192,1.210037,1.2097157,34,2901.2941176,1
4011,apartment,Colegiales,-34.582087,-58.450678,1.1354771,1.96248,0.6949995765,0.8869457684,0.7454162976,0.1189902,0.0372419,0.5595921,0.5533192,1.210037,1.2097157,45,3110.2666667,2
4012,apartment,Colegiales,-34.582087,-58.450678,1.1354771,1.96248,0.6949995765,0.8869457684,0.7454162976,0.1189902,0.0372419,0.5595921,0.5533192,1.210037,1.2097157,34,2968.6764706,1
4013,apartment,Colegiales,-34.582087,-58.450678,1.1354771,1.96248,0.6949995765,0.8869457684,0.7454162976,0.1189902,0.0372419,0.5595921,0.5533192,1.210037,1.2097157,44,2538.8863636,2
4014,apartment,Colegiales,-34.582087,-58.450678,1.1354771,1.96248,0.6949995765,0.8869457684,0.7454162976,0.1189902,0.0372419,0.5595921,0.5533192,1.210037,1.2097157,40,3036.9,1
4015,apartment,Colegiales,-34.582087,-58.450678,1.1354771,1.96248,0.6949995765,0.8869457684,0.7454162976,0.1189902,0.0372419,0.5595921,0.5533192,1.210037,1.2097157,50,2434,2
4016,apartment,Colegiales,-34.582087,-58.450678,1.1354771,1.96248,0.6949995765,0.8869457684,0.7454162976,0.1189902,0.0372419,0.5595921,0.5533192,1.210037,1.2097157,40,2405,1
4017,apartment,Colegiales,-34.582087,-58.450678,1.1354771,1.96248,0.6949995765,0.8869457684,0.7454162976,0.1189902,0.0372419,0.5595921,0.5533192,1.210037,1.2097157,68,2567.75,3
4018,apartment,Colegiales,-34.582087,-58.450678,1.1354771,1.96248,0.6949995765,0.8869457684,0.7454162976,0.1189902,0.0372419,0.5595921,0.5533192,1.210037,1.2097157,34,2648.9705882,2
