PLAZO,PRESTAMOS_ANTERIORES,SCORE_VERAZ,ESTADO_CIVIL,DEUDA_SIST_FIN,INGRESOS_PERSONALES,Mora_mas_90
30,1,889,SOLTERO,53747.43701,140976.884,0
48,9,730,SOLTERO,70470.49176,155273.9649,0
48,10,791,SOLTERO,82557.50995,146249.677,0
16,1,487,SOLTERO,55796.14745,125575.6236,0
36,1,481,SOLTERO,20671.67957,133303.3543,0
36,1,729,CASADO,55946.92532,238274.8097,0
36,3,,SOLTERO,124442.0328,562498.7575,0
12,1,734,SOLTERO,65299.32425,212512.5937,0
48,3,808,SOLTERO,112164.1459,150219.8382,0
48,2,,SOLTERO,74353.75832,77074.01777,1
48,3,526,SOLTERO,63644.40046,75135.75055,1
36,5,640,SOLTERO,51922.96223,146249.677,1
6,2,601,SOLTERO,11668.51689,83609.05801,0
18,1,584,SOLTERO,49067.19931,47951.72101,0
48,1,667,SOLTERO,167647.3064,39054.67918,0
24,1,480,CASADO,142986.6385,193753.8814,0
12,2,762,SOLTERO,124188.8308,324053.7412,0
9,3,,SOLTERO,50614.61736,132165.8287,0
5,1,410,SOLTERO,6800,73000,0
24,2,148,SOLTERO,16956.28391,66192.97997,1
48,1,642,SOLTERO,70627.60551,127288.8009,0
24,1,644,SOLTERO,35181.21026,53811.34059,1
48,4,,SOLTERO,67900,403000,0
31,5,469,SOLTERO,42254.6968,136012.9725,0
26,6,,SOLTERO,47249.89563,129807.4056,0
48,1,,CASADO,40436.65674,45156.30688,0
20,4,,SOLTERO,45690.20765,156486.5463,0
46,5,430,SOLTERO,40701.99198,148842.4989,0
24,1,465,SOLTERO,34819.32097,95209.08078,0
36,1,822,SOLTERO,39453.94738,83215.52177,0
12,2,606,SOLTERO,19623.69014,127288.8009,1
10,1,412,CASADO,14682.68829,150690.7483,0
24,1,753,SOLTERO,47559.65202,136293.1912,0
48,1,707,SOLTERO,47556.51035,98457.88751,1
39,1,701,SOLTERO,47942.2018,96317.09494,1
24,1,839,CASADO,160260.1362,95466.60069,0
12,1,620,SOLTERO,27240.25065,77277.30681,0
12,1,938,SOLTERO,36980.25047,114371.9087,0
24,1,511,SOLTERO,17953.71238,141453.4914,0
24,2,512,SOLTERO,17502.21013,137896.201,0
48,4,,SOLTERO,58959.46543,185629.5014,0
48,5,720,SOLTERO,22532.97573,175256.4779,0
13,2,711,SOLTERO,21929.7375,95942.60158,0
30,1,798,SOLTERO,83396.1834,93403.72541,0
36,4,862,SOLTERO,51134.29298,74783.90349,0
48,2,647,CASADO,152429.4877,340503.1331,0
18,4,864,CASADO,91491.39286,163215.5671,0
48,8,881,DIVORCIADO,145400,169000,0
48,9,848,DIVORCIADO,131342.7754,157425.0287,0
46,1,491,SOLTERO,22969.52143,91878.08573,0
18,1,,SOLTERO,26164.92019,170071.9812,0
36,1,728,CASADO,53390.58039,243970.2018,0
18,1,,SOLTERO,43977.52779,99742.84653,0
36,1,721,SOLTERO,41365.29325,72692.14713,0
10,3,504,SOLTERO,13600.03206,117370.1397,0
14,1,875,CASADO,35653.7674,146249.677,0
6,4,,CASADO,45600,290000,0
12,5,533,CASADO,24498.68789,270137.6231,0
45,1,794,SOLTERO,37124.918,62307.55468,0
9,4,,SOLTERO,40200,75400,0
10,5,815,SOLTERO,33811.13555,69276.07664,0
24,2,660,CASADO,61886.67864,138979.3312,0
12,1,670,SOLTERO,57880.8038,137344.2802,0
6,1,457,SOLTERO,4419.750032,68948.1005,0
48,2,728,SOLTERO,54673.69457,115529.5737,0
48,3,882,SOLTERO,74557.50602,97776.0471,0
20,1,,SOLTERO,48394.95586,122722.3032,0
18,1,828,SOLTERO,31200.71262,32649.66213,0
48,1,657,SOLTERO,14883.73171,98616.13647,1
14,1,854,CASADO,106523.5697,138979.3312,0
15,1,829,SOLTERO,8383.581408,87561.85026,1
18,1,881,SOLTERO,5478.674248,48668.88957,0
24,2,,SOLTERO,4419.750032,47114.53534,0
44,1,811,SOLTERO,44619.28327,130411.2663,0
48,1,658,SOLTERO,19126.13344,81141.17215,0
24,2,503,SOLTERO,39453.94738,122375.7673,0
13,1,615,SOLTERO,28399.41025,50230.24943,0
48,2,359,SOLTERO,56100,249600,0
9,1,,SOLTERO,34269.15507,91414.70193,0
12,1,,SOLTERO,7761.455185,38350.71974,0
12,1,655,SOLTERO,7545.223267,78246.7598,1
12,2,490,SOLTERO,12785.21942,76167.26462,0
48,1,,SOLTERO,18283.73906,107377.9188,0
18,1,593,SOLTERO,23446.24128,57185.95433,1
18,3,816,SOLTERO,99884.80023,266867.7869,0
12,4,647,SOLTERO,101102.9763,253890.8821,0
20,1,482,SOLTERO,17915.81234,78320.49108,0
15,1,687,SOLTERO,4533.765751,36270.12601,1
20,2,644,SOLTERO,6057.678927,1012497.764,0
28,2,767,SOLTERO,16446.17735,229695.2143,0
35,5,873,SOLTERO,219117.515,324053.7412,0
28,6,869,SOLTERO,192347.5214,300543.0022,0
36,4,798,SOLTERO,149338.3954,439514.6825,0
10,1,801,SOLTERO,25943.66267,48950.30693,0
12,1,852,SOLTERO,20764.64714,119691.4158,0
18,1,196,SOLTERO,13329.27131,119691.4158,1
24,1,603,CASADO,16607.63767,32547.63162,1
22,1,,CASADO,25400,120000,0
48,3,607,CASADO,56156.41104,109573.485,0
24,1,753,SOLTERO,37260.36181,108986.5583,0
36,5,706,SOLTERO,72935.95732,129228.8103,0
24,1,,SOLTERO,20765.14713,88292.75156,0
26,1,728,SOLTERO,39070.59028,57456.75042,0
12,2,357,SOLTERO,59896.03161,93150.90453,0
48,1,706,SOLTERO,64590.29427,71664.90687,0
48,1,829,CASADO,46500,57600,1
18,1,446,SOLTERO,19041.81616,170922.9688,0
12,2,479,SOLTERO,23117.16399,157313.5528,0
24,1,,SOLTERO,29249.38402,174192.1915,0
6,2,640,SOLTERO,23394.23128,163215.5671,0
30,7,,SOLTERO,141623.7293,196319.1606,1
43,8,868,SOLTERO,265803.7669,190049.2514,1
12,1,368,SOLTERO,18836.34354,150690.7483,0
18,1,,SOLTERO,60389.75981,49871.42327,1
48,1,843,SOLTERO,91235.84328,196206.1146,0
24,1,781,CASADO,29249.38402,201205.9538,0
36,2,714,CASADO,58698.32928,176585.5031,0
36,1,813,SOLTERO,24312.38608,145315.4111,0
24,1,660,SOLTERO,28993.56021,254577.6019,0
36,1,948,SOLTERO,50277.81686,245257.6432,0
48,1,745,SOLTERO,46726.00498,86935.7451,0
19,1,719,SOLTERO,13932.66153,46367.20527,0
12,1,268,SOLTERO,13147.92068,104276.6123,1
36,1,,SOLTERO,38186.64028,53037.00039,1
30,1,889,CASADO,26782.08861,55756.30547,0
48,2,652,CASADO,93576.92511,200392.4462,0
24,2,255,SOLTERO,45462.83369,74341.74063,0
16,3,705,CASADO,110942.0626,169874.6248,0
18,1,906,SOLTERO,45609.68346,54405.18902,0
24,1,551,SOLTERO,58326.79424,199038.0219,0
48,1,,SOLTERO,462794.4712,129736.0406,0
12,1,839,SOLTERO,43555.46027,53417.07392,0
12,1,772,SOLTERO,13400,50000,1
24,1,,SOLTERO,27393.37124,127835.7325,1
7,1,,SOLTERO,18585.43516,245327.7441,0
24,1,554,CASADO,12364.36909,67617.64346,0
12,1,823,SOLTERO,21958.86249,82690.27716,0
6,1,700,CASADO,41347.94365,188604.6553,0
24,1,652,SOLTERO,26295.84136,81607.78352,0
48,1,794,CASADO,19347.91455,74341.74063,1
14,1,352,SOLTERO,7434.174063,40030.16803,0
18,1,,SOLTERO,28018.67234,126945.441,0
8,2,758,SOLTERO,10000,80000,0
24,1,933,SOLTERO,77256.15762,147154.5859,0
24,1,848,SOLTERO,46020.86369,306805.7579,0
34,1,804,CASADO,39934.85811,76247.93911,0
5,1,657,SOLTERO,23472.98194,48684.70329,0
15,1,775,SOLTERO,59597.60731,107913.363,0
48,1,691,SOLTERO,87628.23896,292094.1299,0
36,1,733,CASADO,29960.51218,65095.26323,1
24,1,852,SOLTERO,21145.25533,130411.2663,0
12,1,,CASADO,60571.11044,174096.6049,0
12,1,,SOLTERO,8653.827039,120288.1958,0
17,1,852,SOLTERO,20112.76723,95139.23087,0
24,1,843,SOLTERO,99500,240000,0
12,3,635,SOLTERO,13347.6451,95466.60069,1
48,1,801,SOLTERO,30820.7105,65402.0382,1
24,1,904,SOLTERO,34581.3277,85022.64965,0
4,1,639,SOLTERO,18810.11492,92589.59479,0
13,2,554,SOLTERO,34874.92297,87749.80617,0
15,3,687,SOLTERO,78494.76057,190933.2014,0
24,1,719,SOLTERO,34883.43214,66716.94672,1
34,1,,SOLTERO,29901.44035,75685.10993,0
12,4,,SOLTERO,79982.01255,386386.5341,0
20,1,962,SOLTERO,26877.39854,57676.80044,0
24,1,904,SOLTERO,21424.70804,102465.995,0
48,2,236,CASADO,37210.62472,92613.11042,1
47,2,884,DIVORCIADO,59500,81600,0
7,2,,SOLTERO,8839.500064,90162.90065,0
18,1,647,SOLTERO,19293.60127,134229.5081,0
18,1,624,SOLTERO,11356.47121,53845.33762,0
36,1,,CASADO,59811.71503,66152.22173,0
48,1,,SOLTERO,69734.92323,96729.61449,0
48,1,531,SOLTERO,9149.752693,47654.96194,0
17,2,486,SOLTERO,48100,62000,0
19,1,357,CASADO,55247.51828,103067.5001,0
48,1,899,CASADO,86248.93787,95977.49105,0
48,1,587,SOLTERO,39839.54818,68623.1452,0
8,1,793,SOLTERO,26872.0802,141432.001,0
24,1,762,SOLTERO,26460.88869,114066.6434,0
30,2,787,CASADO,170318.834,362177.7108,0
30,5,,SOLTERO,18490.12523,123902.9011,0
12,1,696,SOLTERO,10388.7817,47654.96194,0
48,2,884,SOLTERO,122996.2369,115052.1592,0
30,2,703,SOLTERO,128018.3549,219146.9699,0
10,1,818,SOLTERO,15066.35418,91311.23747,0
24,1,465,SOLTERO,87806.33986,135235.2869,1
36,1,664,SOLTERO,43408.32151,139726.3568,0
18,1,816,SOLTERO,30880.41534,123902.9011,0
17,1,289,SOLTERO,30043.96764,70102.59117,0
13,2,610,SOLTERO,24052.56174,150690.7483,0
36,1,378,SOLTERO,40894.56708,145080.504,0
48,1,786,SOLTERO,27951.20187,110305.6277,0
14,1,599,SOLTERO,39568.23311,100964.3965,0
36,1,401,SOLTERO,33413.31024,61522.92045,0
24,2,,SOLTERO,29957.58784,152724.9576,0
48,1,736,SOLTERO,25900,89100,0
47,1,,SOLTERO,25036.6397,77196.30575,0
6,3,478,SOLTERO,24573.81018,88483.39564,0
12,1,607,SOLTERO,7342.546039,92026.57702,0
18,1,596,SOLTERO,53128.14843,67617.64346,1
24,6,601,SOLTERO,23558.29927,53417.07392,0
12,1,804,SOLTERO,20065.66515,184745.5513,0
14,1,,SOLTERO,30779.15872,77177.59201,1
6,3,743,SOLTERO,34184.59377,136012.9725,0
24,1,417,CASADO,72957.67874,201797.8348,0
12,2,374,CASADO,58075.51542,195352.9514,0
24,2,421,SOLTERO,23279.78868,77856.88661,0
24,1,524,SOLTERO,28905.16521,63644.40046,1
36,1,789,SOLTERO,11787.79095,143629.699,1
48,1,697,SOLTERO,29500,85000,0
34,3,,SOLTERO,111356.2399,358324.5344,0
36,3,336,SOLTERO,19695.4899,123691.8494,1
26,1,375,SOLTERO,32324.17806,127835.7325,0
22,2,353,SOLTERO,35092.81526,123753.0009,0
18,1,,SOLTERO,22306.1275,130572.4536,1
48,1,,CASADO,39648.92834,100075.4201,0
24,1,,SOLTERO,16049.53076,38083.63231,0
48,1,,SOLTERO,72378.25282,232877.2613,0
48,2,,SOLTERO,81605.58898,216345.676,0
24,1,914,DIVORCIADO,15630.82752,68146.59558,0
7,1,631,SOLTERO,4593.904287,88202.9623,0
48,1,701,SOLTERO,62134.47814,93461.33202,1
12,1,637,CASADO,91312.03566,74251.80054,0
48,3,734,SOLTERO,112977.3084,352442.2099,0
46,4,679,SOLTERO,101012.3009,326431.1341,1
48,1,,SOLTERO,21746.1777,47416.47769,0
18,1,,SOLTERO,50234.12453,141453.4914,0
24,1,,SOLTERO,18086.49851,32884.54275,1
12,1,701,SOLTERO,9430.232763,114250.8969,0
48,1,,SOLTERO,59587.20249,54246.05269,0
48,3,647,SOLTERO,37730.68589,121153.5785,0
48,1,835,SOLTERO,36692.22665,54519.11035,0
24,3,153,SOLTERO,16527.33398,112860.6895,1
36,1,583,SOLTERO,40259.83987,272025.9451,0
36,2,758,SOLTERO,110940.7514,128668.3972,0
24,1,856,SOLTERO,16500,120000,0
28,2,745,SOLTERO,13706.08594,117480.7366,0
48,4,,SOLTERO,81159.60888,105732.663,1
18,1,799,CASADO,11433.3988,45900.50612,0
12,1,774,SOLTERO,8480.750498,90345.95429,0
36,1,643,SOLTERO,36223.22713,166431.0436,0
24,1,372,SOLTERO,139715.1041,245257.6432,0
24,1,,SOLTERO,15200,100000,1
40,2,639,SOLTERO,57100,100000,1
6,3,597,SOLTERO,65692.8313,274715.4763,0
36,1,901,SOLTERO,86589.06585,217306.6265,0
34,1,686,SOLTERO,20438.13694,58453.07164,0
24,3,731,SOLTERO,32461.76278,152334.5292,0
20,1,566,SOLTERO,108367.3835,56042.23524,0
44,1,826,SOLTERO,125494.636,126945.441,0
24,1,,SOLTERO,25997.31018,85022.64965,0
36,1,733,SOLTERO,106360.0646,180673.1305,0
6,1,665,SOLTERO,26662.88134,173491.3512,0
36,1,513,SOLTERO,74520.72362,260822.5327,0
13,1,434,SOLTERO,16350.50955,130804.0764,0
14,1,,SOLTERO,68859.7055,0,0
18,1,,SOLTERO,9187.808573,121279.0732,0
12,2,,CASADO,113100,370000,0
10,2,,CASADO,119257.7553,274715.4763,0
24,1,,SOLTERO,35740.57535,121279.0732,0
24,1,,SOLTERO,28482.20658,310547.9298,0
6,1,657,SOLTERO,22915.12251,84767.32312,0
48,1,841,SOLTERO,58000,71500,0
48,2,711,SOLTERO,31297.30926,154554.6136,0
48,3,545,SOLTERO,44194.63894,146097.98,1
48,4,630,SOLTERO,9827.756171,141432.001,0
30,1,657,SOLTERO,33900,58500,0
47,2,843,SOLTERO,18865.34295,47596.04871,0
36,1,689,SOLTERO,38537.00889,195677.3298,0
48,1,637,SOLTERO,13259.2501,66296.25048,0
44,1,724,SOLTERO,46076.59419,69066.59296,0
12,1,,SOLTERO,9635.05507,95466.60069,0
21,1,781,SOLTERO,22169.91528,72657.70553,0
21,1,,SOLTERO,29128.28475,105007.9231,0
12,1,829,SOLTERO,33900,68000,0
12,2,769,SOLTERO,36408.39092,64810.74824,1
14,2,748,SOLTERO,78796.84876,128758.9473,0
12,1,738,CASADO,40893.17818,186940.2431,0
41,1,810,SOLTERO,83275.84857,169838.9017,0
12,1,727,SOLTERO,55817.1844,216345.676,0
48,1,,SOLTERO,58340.70042,90520.01646,0
24,1,,SOLTERO,20682.64662,73124.83848,0
16,1,683,SOLTERO,14143.19076,67037.08915,1
12,1,639,SOLTERO,8653.827039,89567.10985,0
24,1,657,SOLTERO,7258.368773,91878.08573,0
48,1,746,SOLTERO,72940.077,191947.5711,0
30,1,450,SOLTERO,23827.48097,57185.95433,0
24,2,,SOLTERO,29877.51022,53037.00039,1
20,1,869,SOLTERO,17679.00013,160878.9012,0
36,1,873,SOLTERO,13800,53600,0
32,2,,SOLTERO,22493.14204,51086.1192,0
48,1,666,SOLTERO,65400,98000,1
12,3,585,SOLTERO,45939.38331,210634.9318,0
23,1,854,SOLTERO,48329.94291,87048.30243,0
48,1,803,CASADO,72124.2973,82690.27716,0
5,1,469,CASADO,53307.57456,110076.6799,0
9,1,,SOLTERO,8000,48000,0
12,1,875,SOLTERO,9430.232763,81607.78352,0
30,2,643,CASADO,10382.22369,108783.6535,0
35,3,499,CASADO,9347.012156,98811.27136,0
48,2,850,DIVORCIADO,35024.7401,117929.0451,0
48,1,,SOLTERO,53951.81244,167477.3069,0
24,1,482,SOLTERO,32451.8514,56249.87575,0
47,1,,SOLTERO,30961.97777,44064.48588,1
36,1,794,CASADO,40184.19954,86936.97016,0
24,1,585,SOLTERO,33317.2341,398076.0438,1
48,1,507,SOLTERO,24317.25398,47596.04871,0
24,1,,SOLTERO,23287.72613,121096.1759,0
12,1,554,SOLTERO,40759.52535,78749.82605,0
36,1,760,SOLTERO,21531.51015,106322.2633,1
36,1,136,SOLTERO,52860.21038,106074.0008,0
12,1,,SOLTERO,13000,150000,0
7,1,,SOLTERO,4172.773284,37554.95956,0
42,1,,SOLTERO,38537.00889,72540.25202,1
18,1,,SOLTERO,9687.694071,72657.70553,0
10,2,638,SOLTERO,4533.765751,182257.3832,0
36,3,642,SOLTERO,21634.5676,173941.9235,0
13,1,,SOLTERO,9202.657702,46992.29465,0
18,1,,SOLTERO,8400,49200,0
18,1,607,SOLTERO,46209.08974,93984.5893,0
29,2,476,SOLTERO,9281.475067,84859.20062,0
34,1,357,SOLTERO,49059.22536,79120.59717,1
12,1,540,SOLTERO,6986.31784,55890.54272,0
18,1,794,CASADO,14538.42943,109903.6034,0
18,1,,SOLTERO,47942.2018,74769.06562,0
36,1,522,CASADO,100400,228000,0
12,1,779,SOLTERO,11271.25945,51232.99749,0
12,1,,SOLTERO,32701.0191,192936.0127,0
13,1,826,SOLTERO,70390.54136,195801.2277,0
17,1,408,SOLTERO,10000,130000,0
12,1,647,CASADO,76300,210000,1
12,1,,SOLTERO,39641.3462,38389.51421,0
12,1,635,SOLTERO,12728.88009,125520.9009,1
48,1,864,SOLTERO,21664.42515,43165.34521,0
45,1,529,SOLTERO,10881.0378,50778.17642,0
12,1,607,SOLTERO,31474.73088,107913.363,0
24,2,633,SOLTERO,90580.74757,379854.7479,0
30,1,626,SOLTERO,44480.67098,99519.01095,0
24,1,674,SOLTERO,17822.95577,57185.95433,0
36,1,656,SOLTERO,11084.95764,46575.45226,0
48,1,359,SOLTERO,9692.286284,138461.2326,0
18,1,688,SOLTERO,8048.059146,57980.64116,1
12,1,,SOLTERO,17257.82388,45655.61874,0
24,1,689,SOLTERO,12518.31985,83455.46568,0
14,1,,SOLTERO,13080.40764,68672.14011,0
21,1,620,SOLTERO,10609.01186,41347.94365,0
13,1,815,SOLTERO,11878.46627,56218.69532,0
28,1,612,SOLTERO,10609.01186,36270.12601,0
16,1,,SOLTERO,39121.63657,144894.9503,0
18,1,618,SOLTERO,10529.03305,62787.81178,0
12,1,697,SOLTERO,4533.765751,44430.90436,0
38,1,,SOLTERO,53466.16623,73577.29297,0
30,1,731,SOLTERO,15648.65463,91766.80184,1
23,1,377,SOLTERO,13770.15184,48300.68532,0
13,1,530,SOLTERO,16618.64522,92589.59479,0
18,2,468,SOLTERO,24308.62518,89632.53065,0
42,1,398,CASADO,14780.07635,115520.3513,0
36,2,431,SOLTERO,57567.19403,95309.92388,0
24,5,806,SOLTERO,21894.18241,138461.2326,0
36,1,268,SOLTERO,107681.1165,151690.7195,0
33,1,669,SOLTERO,22481.95063,65402.0382,0
48,1,,SOLTERO,15414.80356,95209.08078,0
30,2,355,SOLTERO,48234.00317,196206.1146,0
42,1,460,SOLTERO,19747.99176,156783.2189,0
27,1,598,SOLTERO,18605.72813,123576.6501,0
10,1,789,SOLTERO,10382.22369,88202.9623,0
33,1,670,SOLTERO,13629.31912,80060.33606,1
24,1,588,SOLTERO,26950.46075,67617.64346,0
24,1,,SOLTERO,40956.97261,95630.66718,0
48,1,781,SOLTERO,72420.42808,92732.76817,0
19,1,620,SOLTERO,36788.64649,127533.9745,0
36,1,692,CASADO,46752.77062,119779.8256,0
48,2,653,CASADO,48115.27834,107307.4553,0
24,1,751,SOLTERO,10475.36568,68530.4297,0
14,1,703,SOLTERO,6709.973312,82514.53667,0
14,1,648,SOLTERO,9967.146785,111781.0854,0
12,1,755,SOLTERO,17108.37046,62591.59926,1
12,1,302,SOLTERO,22306.1275,82514.53667,0
28,1,652,SOLTERO,18262.24749,59352.30436,0
48,1,852,CASADO,26936.81505,43829.39399,0
26,1,775,SOLTERO,33419.91291,79988.64402,1
21,1,617,SOLTERO,13972.63568,55890.54272,0
36,1,540,SOLTERO,13082.4601,50915.52037,0
12,1,775,SOLTERO,11552.27244,41118.25782,0
39,2,,SOLTERO,18230.81815,85022.64965,1
24,1,700,SOLTERO,6054.808794,60548.08794,0
36,1,673,SOLTERO,15522.91037,70766.20904,0
13,1,670,SOLTERO,22306.1275,53407.76055,1
46,1,554,SOLTERO,12518.31985,154811.5579,0
24,1,739,SOLTERO,15614.22161,44742.50636,0
48,1,736,SOLTERO,28472.04892,83385.92645,0
12,1,701,SOLTERO,7513.575055,94405.86069,0
48,2,,SOLTERO,119421.6459,241318.3518,0
34,1,757,SOLTERO,38163.37724,145384.2943,0
28,1,520,SOLTERO,12575.37211,50301.48845,0
37,4,829,CASADO,56798.82051,62088.45216,0
30,1,664,CASADO,61615.24852,164422.7137,0
18,1,670,DIVORCIADO,30680.57579,94963.68697,0
36,1,553,SOLTERO,228592.6773,585263.4061,0
24,1,798,SOLTERO,34558.98558,98479.13627,0
8,3,610,CASADO,16618.64522,105007.9231,0
12,1,245,CASADO,23466.98803,332372.9044,0
42,2,614,CASADO,111375.9184,115915.9602,0
24,1,652,DIVORCIADO,59229.87138,198738.2461,0
48,2,489,DIVORCIADO,69480.93451,193479.1455,0
48,5,731,DIVORCIADO,78406.36557,179441.8513,0
48,2,673,CASADO,53096.01558,134137.3025,0
48,1,,SOLTERO,21448.05468,75109.91911,0
46,7,682,DIVORCIADO,149800,130000,0
30,8,551,DIVORCIADO,179222.3403,121096.1759,0
12,1,,CASADO,34365.9444,81607.78352,0
40,4,440,CASADO,67747.22479,244751.5346,0
36,5,,CASADO,50133.65279,241491.5838,0
12,6,337,CASADO,5440.518902,226688.2876,0
25,7,329,CASADO,69326.16049,204381.3694,0
12,2,757,SOLTERO,9131.123747,197232.2729,0
16,1,864,CASADO,63537.49839,68530.4297,1
25,4,679,CASADO,401670.3218,133528.7451,0
24,3,714,CASADO,92509.41105,181557.2913,0
36,1,897,SOLTERO,84618.65096,140745.1589,0
45,1,869,CASADO,55704.24091,145315.4111,0
48,5,787,CASADO,91243.37211,246220.0438,0
30,7,719,CASADO,110828.8584,209890.4962,0
12,1,894,CASADO,22894.30517,88395.00064,0
48,1,762,CASADO,34100,105000,0
14,6,884,CASADO,158449.6886,195616.8995,0
22,7,892,CASADO,206467.6923,190418.1616,0
48,2,,SOLTERO,39120.47347,197232.2729,0
42,1,841,VIUDO,25280.97018,66296.25048,0
12,7,,CASADO,71956.95118,70488.44197,0
7,8,820,CASADO,70338.72383,68623.1452,0
30,3,584,CASADO,44531.04805,120745.7919,0
18,6,687,CASADO,79982.01255,289789.9005,0
36,1,831,SOLTERO,97559.43938,83455.46568,0
14,1,723,SOLTERO,4593.904287,53936.11145,1
15,3,691,SOLTERO,10841.61412,40426.35772,0
12,1,,SOLTERO,64648.35613,273933.7124,0
48,9,693,CASADO,150206.9856,178056.9131,0
24,2,428,CASADO,24953.18424,90131.90293,0
12,1,879,CASADO,52376.82841,274121.7188,0
18,2,889,CASADO,51276.73905,266867.7869,0
24,1,718,SOLTERO,33000,44000,0
18,1,906,DIVORCIADO,15076.69453,99858.62613,0
48,1,926,SOLTERO,32119.44435,118946.785,0
48,1,710,SOLTERO,14761.96511,45611.82033,0
36,1,777,CASADO,69998.9389,129228.8103,0
6,1,911,SOLTERO,4419.750032,68948.1005,0
36,5,,CASADO,27293.26982,66775.11549,0
34,1,,SOLTERO,33519.03183,82107.13849,0
36,1,671,SOLTERO,14587.19146,107690.6752,0
9,2,,SOLTERO,19175.35987,100442.3612,0
48,1,457,CASADO,26400.84892,71482.44291,0
48,2,459,CASADO,29308.16789,68483.4281,0
13,2,,CASADO,70515.23473,186301.8091,0
15,1,693,SOLTERO,14972.47819,150690.7483,0
36,1,662,SOLTERO,13523.52869,76504.53374,0
47,3,,SOLTERO,175942.1195,234462.4128,0
24,1,515,SOLTERO,74231.31335,261608.1528,0
24,1,649,SOLTERO,19678.02338,76362.47881,0
24,1,583,SOLTERO,48440.46035,132592.501,0
