PLAZO,PRESTAMOS_ANTERIORES,SCORE_VERAZ,ESTADO_CIVIL,DEUDA_SIST_FIN,INGRESOS_PERSONALES,Mora_mas_90
24,2,597,CASADO,106441.8172,371156.5668,0
48,4,517,CASADO,232122.3554,489503.0693,0
36,1,755,CASADO,93395.57448,426173.9806,0
22,3,652,SOLTERO,108691.7754,155518.3606,0
18,2,806,CASADO,323463.6282,274121.7188,0
18,6,879,CASADO,323702.4924,247506.0018,0
24,1,918,SOLTERO,109938.7299,131488.182,0
20,6,,DIVORCIADO,23394.23128,135559.596,0
48,3,678,CASADO,157326.2865,146850.9208,0
14,1,,CASADO,104554.9865,171557.863,0
30,3,601,SOLTERO,63753.77812,96596.63351,0
36,1,743,CASADO,95023.99411,133433.8934,0
12,7,683,SOLTERO,23474.02794,149041.4472,0
36,1,877,SOLTERO,35363.37286,172283.0986,0
29,1,758,SOLTERO,39062.34493,73425.46039,1
11,2,943,SOLTERO,157838.8992,99494.53252,0
36,1,,SOLTERO,25961.48112,198864.9454,0
12,1,694,SOLTERO,83121.64382,200293.1176,0
48,1,650,CASADO,43269.13519,157499.6521,0
24,5,743,CASADO,56336.41402,186922.664,0
48,6,651,CASADO,59924.6175,176585.5031,0
15,1,739,CASADO,5303.700039,53037.00039,0
12,1,724,CASADO,66383.26964,273933.7124,0
36,2,,CASADO,100396.9252,250366.397,0
48,7,786,CASADO,18375.61715,275634.2572,0
36,8,741,CASADO,109390.8625,273933.7124,0
48,2,,CASADO,109957.1767,191300.9617,0
48,1,728,SOLTERO,74807.1349,99742.84653,0
12,1,,SOLTERO,66768.21865,156640.9822,0
36,1,879,CASADO,36136.21664,100146.5588,0
48,1,769,SOLTERO,130779.5506,159417.4681,0
18,2,697,CASADO,5589.054272,208658.0261,0
10,3,,CASADO,28471.09096,193845.7257,0
12,2,741,SOLTERO,19111.30164,90131.90293,0
12,2,444,CASADO,91128.6916,67190.40844,1
48,4,781,CASADO,73769.88109,277542.4984,0
36,7,882,CASADO,270566.2045,104324.3642,0
11,8,770,SOLTERO,71353.59287,469107.9552,0
18,1,741,SOLTERO,16023.44941,54246.05269,0
37,4,736,SOLTERO,84715.24759,238593.6848,0
12,1,815,SOLTERO,18536.18121,138793.081,0
48,1,745,SOLTERO,60064.96362,52866.33148,0
12,1,877,CASADO,177200,234000,0
36,1,624,CASADO,88306.60564,127288.8009,0
10,5,697,CASADO,32166.67896,135235.2869,0
14,6,,CASADO,38163.37724,121153.5785,0
48,3,858,CASADO,218806.893,211465.3259,0
12,5,436,CASADO,28574.08466,122657.2445,0
48,1,918,CASADO,102984.0447,191947.5711,0
48,2,,SOLTERO,185130.0608,469922.9465,0
24,1,753,SOLTERO,49561.16042,81013.4353,0
48,2,798,CASADO,184326.5159,143307.3758,1
36,8,463,CASADO,52706.38791,181088.8554,0
24,4,746,CASADO,154257.8979,204931.99,0
48,3,503,CASADO,131700,136500,0
24,2,914,SOLTERO,43886.85247,108810.378,0
48,3,901,CASADO,512901.316,313281.9643,0
36,2,639,DIVORCIADO,49236.01536,106957.9508,0
39,2,,DIVORCIADO,93802.96086,298082.8945,0
48,1,,CASADO,74640.07609,63766.98724,0
12,2,810,CASADO,171129.294,178179.1172,0
48,17,,SOLTERO,229185.337,293701.8416,0
48,18,868,SOLTERO,214637.7197,289789.9005,0
36,8,,CASADO,51900,249600,0
42,9,,CASADO,55311.94217,226325.5863,0
48,2,566,SOLTERO,33720.62744,89424.86835,1
48,4,666,SOLTERO,65595.99602,121511.158,0
25,3,762,CASADO,43687.77422,157425.0287,0
36,1,926,SOLTERO,217625.2821,137344.2802,1
12,1,899,SOLTERO,31373.659,142514.3926,0
36,1,451,SOLTERO,44639.47532,149245.2351,0
48,3,828,SOLTERO,102500,190207,0
48,4,,SOLTERO,84472.96626,177179.541,0
18,4,693,SOLTERO,140941.3923,265695.7802,0
18,1,779,SOLTERO,85207.07195,123902.9011,0
36,3,810,CASADO,231683.2967,310266.4523,0
17,5,383,SOLTERO,118100,195000,0
48,1,723,CASADO,99199,78000,0
48,5,,CASADO,93000,155191,0
12,1,640,SOLTERO,55428.22737,115843.3602,0
24,4,693,SOLTERO,46209.08974,83215.52177,0
36,1,803,SOLTERO,72432.7573,96713.26398,0
36,1,804,SOLTERO,45558.14362,118946.785,0
24,2,862,DIVORCIADO,18769.79021,204220.758,0
36,1,545,CASADO,83855.58401,276922.4652,0
6,1,806,CASADO,16324.83106,36706.72073,0
48,3,856,CASADO,54306.97734,232877.2613,0
18,4,711,CASADO,83239.9392,226688.2876,0
36,1,850,CASADO,33966.37453,66764.37254,0
36,2,887,CASADO,57471.8841,98359.84145,0
20,3,,CASADO,66180.18428,86126.04058,0
18,1,,CASADO,91783.4567,136293.1912,0
48,1,,CASADO,136124.6993,208124.5403,0
45,4,866,CASADO,210094.7173,105732.663,0
36,1,632,CASADO,64010.34218,87628.23896,0
12,4,739,CASADO,96659.88582,199485.6931,0
30,1,,CASADO,63753.77812,212512.5937,0
48,1,848,DIVORCIADO,37539.81453,86071.43578,0
24,1,633,SOLTERO,17918.26569,56995.33448,0
24,1,724,CASADO,50441.32196,69489.66558,0
12,2,,SOLTERO,148758.8156,160350.4116,0
48,1,316,CASADO,124765.9212,130190.5265,0
48,3,,CASADO,55428.22737,119358.7197,0
18,3,486,CASADO,30100,85000,0
48,1,491,SOLTERO,216125.7766,596666.2543,0
12,1,486,SOLTERO,146153.7692,363288.5277,0
24,3,762,SOLTERO,132680.896,132592.501,0
24,1,894,CASADO,121710.7728,69385.62459,0
30,2,791,SOLTERO,56542.59905,130411.2663,0
36,1,889,SOLTERO,27068.01838,189571.4386,0
36,7,762,SOLTERO,150787.3449,231831.9204,0
18,8,848,CASADO,27013.76231,372603.6181,0
36,4,307,CASADO,163088.7762,503851.5037,0
18,4,871,CASADO,30503.52446,91878.08573,0
48,2,,SOLTERO,111112.5158,190679.5077,0
24,1,706,SOLTERO,52686.58402,45655.61874,0
24,1,928,CASADO,50323.63981,68623.1452,0
48,8,,SOLTERO,96563.8681,12127.90732,0
48,9,,SOLTERO,108111.5921,12053.08335,0
30,8,936,SOLTERO,157425.0287,256164.9875,0
28,1,879,SOLTERO,69735.46707,144524.2289,0
48,3,860,SOLTERO,121615.4629,192526.0462,0
48,1,,SOLTERO,60088.26807,153987.6717,0
24,1,970,DIVORCIADO,220151.3935,109573.485,0
48,3,616,SOLTERO,59555,156000,0
47,4,,SOLTERO,52485.13565,127533.9745,0
48,2,762,SOLTERO,80320.10077,86936.97016,0
36,1,757,CASADO,41079.5489,149041.4472,0
36,1,607,CASADO,92772.21727,136966.8562,0
48,1,,CASADO,82297.89514,204230.3181,0
3,9,826,CASADO,61900,51451,0
24,10,617,CASADO,77677.58797,49037.90894,0
24,11,,CASADO,81084.37887,46980.54479,0
36,1,787,DIVORCIADO,35091.34692,179049.2906,0
20,8,480,CASADO,202619.6359,319589.3311,0
48,2,869,SOLTERO,98500,280000,0
48,2,734,CASADO,48000,160000,0
48,5,660,SOLTERO,62508.14379,151888.9475,0
36,3,,CASADO,87294.4171,141874.2917,1
35,3,818,SOLTERO,90408.03636,569276.6192,0
48,13,767,CASADO,167464.8095,294935.297,0
36,14,798,CASADO,207197.8815,285515.8521,0
36,3,757,CASADO,36027.15123,104840.9163,0
29,7,635,CASADO,418872.1928,174568.3629,0
9,1,881,SOLTERO,10293.47178,148683.4813,0
24,5,,CASADO,13601.29725,163215.5671,0
6,1,583,SOLTERO,7513.575055,137896.201,0
48,1,579,CASADO,120221.9538,108834.1544,0
44,3,705,SOLTERO,92076.71969,259701.3494,0
24,1,703,SOLTERO,13696.68562,326894.2301,0
40,3,806,SOLTERO,44432.98146,83835.81408,0
15,5,775,CASADO,42723.30986,198456.6652,0
20,6,570,CASADO,65163.3176,186922.664,0
10,7,841,CASADO,53321.3417,139099.1523,0
20,4,873,CASADO,38028.65963,162026.8706,0
41,4,733,CASADO,138536.073,120175.8706,0
48,1,745,CASADO,366371.3474,560986.5872,1
29,3,911,DIVORCIADO,88181.63214,93461.33202,0
18,1,806,SOLTERO,30153.38907,211465.3259,0
36,1,583,SOLTERO,22493.14204,122644.8101,0
36,3,884,CASADO,289037.8231,205874.5453,0
23,3,829,CASADO,125400,210000,0
24,1,487,SOLTERO,47299.22101,273933.7124,0
24,2,,CASADO,30648.25648,105347.4878,0
36,1,449,CASADO,86549.15676,374862.5898,0
24,3,648,CASADO,17232.91734,132087.9826,0
36,2,879,CASADO,70418.94583,182567.6373,0
10,4,833,SOLTERO,9463.44283,82690.27716,0
48,2,447,SOLTERO,109266.011,321370.6206,1
48,3,324,SOLTERO,119068.0659,304962.7522,0
12,3,491,CASADO,82538.39408,271823.9029,0
36,4,835,CASADO,185975.0711,199485.6931,0
48,8,823,CASADO,153057.3241,157571.4302,1
48,5,921,SOLTERO,107795.5239,223978.3211,0
18,3,787,SOLTERO,33712.2251,193193.267,0
11,9,745,CASADO,54190.7114,173873.9403,0
12,10,529,CASADO,38221.28366,165380.5543,0
48,5,777,CASADO,105097.1373,316264.1399,1
32,1,824,CASADO,72844.00734,134137.3025,0
24,1,,SOLTERO,126854.7657,182438.7338,0
36,5,,CASADO,87467.93762,351998.7281,0
48,2,468,CASADO,82061.1601,272025.9451,0
18,3,765,CASADO,50326.84606,52162.1821,0
42,1,892,CASADO,122955.7272,272025.9451,0
12,1,693,DIVORCIADO,50516.71675,109961.9695,0
35,1,633,SOLTERO,66546.57386,196206.1146,0
48,1,835,DIVORCIADO,97202.1242,118530.7718,0
12,1,856,SOLTERO,18723.33181,151835.9744,0
48,2,881,CASADO,49489.09115,263719.2715,0
36,1,837,SOLTERO,54824.34376,146850.9208,0
16,2,598,CASADO,39374.91303,14711.50597,0
27,1,730,SOLTERO,96380.11193,202131.7886,0
36,1,543,SOLTERO,25961.48112,129807.4056,0
10,7,786,CASADO,272142.8899,294009.8743,0
20,2,892,SOLTERO,39100,72000,0
48,2,758,DIVORCIADO,31867.62188,65744.09098,0
48,1,435,DIVORCIADO,35552.02838,120175.8706,1
36,2,835,DIVORCIADO,35556.81918,137817.1286,0
36,6,892,CASADO,121561.9304,127150.9847,0
12,1,,SOLTERO,61387.18827,261144.9073,0
48,1,820,SOLTERO,35999.92048,96576.70975,0
24,5,750,SOLTERO,371897.039,100460.4989,0
48,1,634,SOLTERO,34269.15507,43269.13519,0
48,1,940,CASADO,97246.46791,91311.23747,0
36,2,762,CASADO,244848.8805,98103.05729,0
21,1,475,CASADO,95437.47391,154554.6136,0
12,1,506,SOLTERO,69852.22477,173587.3686,0
24,1,916,SOLTERO,23859.36848,69549.57613,0
30,2,731,SOLTERO,181178.5093,223562.1709,0
36,6,647,CASADO,163052.2195,362237.3757,0
12,7,685,CASADO,162164.8213,344542.8215,0
37,8,425,CASADO,190579.6214,331481.2524,0
12,2,273,DIVORCIADO,49275.23065,118946.785,1
24,1,871,CASADO,19457.10636,204054.3592,0
36,5,,CASADO,124474.7606,123902.9011,0
36,8,882,SOLTERO,41988.28518,87284.18144,0
24,2,583,CASADO,114848.4583,78916.61698,0
36,1,616,SOLTERO,8345.546568,94370.60603,0
24,4,854,CASADO,36475.60004,128629.32,0
36,3,928,SOLTERO,33534.32563,93150.90453,0
48,1,916,CASADO,145347.6339,60617.11159,0
24,1,480,SOLTERO,100348.1292,278037.7433,0
48,1,864,CASADO,29965.90522,223816.1416,0
15,1,873,SOLTERO,83205.09928,390571.5794,0
30,2,,SOLTERO,94827.62081,424768.1247,0
18,4,,SOLTERO,107668.1054,372791.6177,0
24,7,682,SOLTERO,30288.39464,134999.7018,0
24,1,657,CASADO,48212.33338,197232.2729,0
40,2,751,CASADO,122289.7321,87284.18144,0
10,5,741,CASADO,27575.99372,164360.2274,0
12,6,706,CASADO,36303.12757,150219.8382,0
6,1,617,SOLTERO,6196.380575,59352.30436,0
48,5,635,CASADO,362333.0063,241491.5838,0
36,8,475,SOLTERO,25454.1596,117480.7366,0
36,9,376,SOLTERO,83555.42985,111781.0854,0
40,2,411,CASADO,106543.4952,226325.5863,0
12,2,723,SOLTERO,30041.39713,128200.9774,0
18,5,,CASADO,144717.8028,436148.2653,0
48,1,753,CASADO,45700,48500,0
36,3,757,SOLTERO,50769.04803,104460.0557,0
24,2,,SOLTERO,34900,121550,0
48,3,481,SOLTERO,28580.41733,110988.8091,0
48,4,493,SOLTERO,32971.33524,107444.1233,0
36,1,612,CASADO,88675.70956,115915.9602,0
36,2,955,SOLTERO,184745.5513,220987.5016,0
32,4,869,SOLTERO,93594.01841,171665.1264,0
48,5,491,SOLTERO,125393.9538,162691.9483,0
25,1,,SOLTERO,33549.0972,90131.90293,1
48,2,847,CASADO,227143.8232,121096.1759,0
24,3,824,CASADO,70142.63111,101534.4859,0
12,4,706,CASADO,95027.73015,98836.09338,0
48,3,950,CASADO,71953.25513,239438.1531,0
24,1,,SOLTERO,56700,184800,0
48,2,308,SOLTERO,108777.7405,159922.7237,0
46,2,401,SOLTERO,28941.59701,117052.6812,0
48,2,644,SOLTERO,115972.8761,74849.54632,0
20,3,813,DIVORCIADO,66458.48386,131854.4047,1
12,6,,DIVORCIADO,48486.2671,98616.13647,0
48,1,741,CASADO,105341.0605,156640.9822,1
30,3,,CASADO,48400,200000,0
18,1,419,CASADO,47042.56052,183533.6037,0
12,2,598,CASADO,114504.2918,173491.3512,0
36,3,,CASADO,164504.4974,335343.2563,0
40,2,400,DIVORCIADO,107548.0317,276.9224652,1
48,3,655,DIVORCIADO,73721.43054,173254.2013,0
16,6,733,SOLTERO,48052.23884,110253.7029,0
24,7,,SOLTERO,59136.25543,106074.0008,0
36,4,866,CASADO,64107.44772,155598.8406,0
36,1,,CASADO,42447.67561,49614.16629,0
36,1,664,CASADO,131500,177000,1
37,1,617,SOLTERO,103912.1882,164360.2274,0
24,1,906,SOLTERO,28124.49193,121010.4252,0
48,1,706,CASADO,47423.18976,119691.4158,0
24,2,820,CASADO,78535.37728,297366.9625,0
30,1,738,CASADO,111731.2808,353580.0026,0
36,2,806,CASADO,63156.31327,134137.3025,0
36,3,,SOLTERO,174980.3827,207691.8489,0
36,1,679,CASADO,69211.12206,395705.0424,0
48,2,260,CASADO,105897.2108,375501.9627,1
48,3,395,SOLTERO,20213.17886,367512.3429,0
24,1,684,DIVORCIADO,58250.86524,152724.9576,0
48,1,755,SOLTERO,42663.3673,89972.10896,0
48,3,801,SOLTERO,153878.4372,212512.5937,1
36,6,815,DIVORCIADO,106613.7685,294191.3446,0
36,9,777,CASADO,324530.2908,464753.1101,0
24,10,758,CASADO,283430.0811,445254.5955,0
48,1,736,SOLTERO,66465.00592,122411.6753,0
48,2,617,CASADO,101522.9366,164473.0313,0
12,1,697,SOLTERO,47876.56633,235755.8191,0
48,11,,CASADO,101620.8372,93984.5893,1
48,12,486,CASADO,141906.868,87048.30243,1
48,5,884,SOLTERO,26288.47169,94193.68045,0
24,1,770,CASADO,177230.3778,194711.1084,0
36,7,745,CASADO,87110.8441,164214.277,0
24,1,887,CASADO,109900,138596,0
48,3,894,CASADO,139775.3287,226036.1224,0
48,5,,CASADO,2756.342572,214994.7206,0
24,2,,CASADO,68118.18315,237409.2174,0
24,1,869,SOLTERO,33640.54188,122411.6753,0
12,1,,CASADO,122869.0509,216567.7516,0
36,6,,CASADO,97755.79311,289789.9005,0
36,1,856,CASADO,62660.85447,183756.1715,0
31,1,786,SOLTERO,49673.31318,109573.485,0
24,1,899,SOLTERO,173368.7515,156880.1347,0
36,6,,CASADO,18262.24749,328720.4549,0
24,5,818,CASADO,128668.3972,162026.8706,0
12,2,762,CASADO,35154.82643,233756.7679,0
15,1,765,DIVORCIADO,27795.86623,126552.9439,1
36,1,823,CASADO,111129.0291,83835.81408,0
14,2,,CASADO,93486.24979,81607.78352,0
5,7,799,SOLTERO,49940.45953,154554.6136,0
10,1,,SOLTERO,43161.44995,199485.6931,0
22,1,841,CASADO,70608.38563,167671.6282,0
12,7,750,SOLTERO,131480.5244,310149.1447,0
45,8,,SOLTERO,127013.9313,289274.0003,0
36,4,,CASADO,90068.56474,396497.4861,0
12,1,933,SOLTERO,14587.19146,105732.663,0
41,1,847,SOLTERO,57471.8841,274492.5808,0
30,1,457,SOLTERO,43961.44136,112499.7515,0
6,5,,CASADO,8197.279598,115600.2725,0
13,6,806,CASADO,17999.96024,107393.9936,0
6,1,648,SOLTERO,8614.154928,64198.12304,0
30,1,623,SOLTERO,38083.63231,97929.34023,0
48,1,598,CASADO,92461.17067,252809.7018,0
16,3,806,SOLTERO,18407.08895,117877.9095,0
24,3,,SOLTERO,17100,87600,0
16,6,741,CASADO,128082.4937,80482.38151,0
41,2,,CASADO,52420.45814,76247.93911,1
44,3,,CASADO,68771.3105,70716.00051,1
24,2,637,CASADO,107307.4553,337499.2545,0
24,2,720,SOLTERO,52278.9278,133115.4647,0
48,3,662,SOLTERO,62523.31007,129592.9035,0
34,2,767,SOLTERO,60469.49258,67617.64346,0
48,1,575,SOLTERO,38627.6842,97929.34023,0
48,2,552,CASADO,78320.49108,416175.5095,0
15,3,767,DIVORCIADO,31593.68816,131488.182,0
17,4,693,DIVORCIADO,29769.16501,124615.1094,0
24,4,794,SOLTERO,125100,140000,0
10,5,798,SOLTERO,87229.44694,137060.8594,0
36,6,799,SOLTERO,96500.03688,135235.2869,0
12,7,,SOLTERO,124961.2624,121153.5785,0
36,2,,CASADO,195405.3039,223968.0281,1
19,1,884,SOLTERO,37202.23326,129228.8103,0
36,1,879,CASADO,149218.3726,145379.4212,0
36,1,592,CASADO,60268.63523,129107.1537,0
18,1,770,CASADO,50115.18664,156493.5196,0
36,1,623,CASADO,76460.37942,301533.8907,0
36,1,518,SOLTERO,32701.0191,327010.191,0
8,6,694,CASADO,32189.73683,190418.1616,0
36,5,,CASADO,50296.75537,87511.05064,1
16,1,813,CASADO,114371.9087,111512.6109,0
18,5,491,CASADO,164634.1612,350681.7206,0
36,13,879,CASADO,162164.8213,213157.1589,0
36,14,866,CASADO,160251.2218,211842.0709,0
24,1,,CASADO,102372.8441,204931.99,1
18,1,818,SOLTERO,238022.702,126038.6879,0
48,4,873,SOLTERO,153975.3342,208638.6642,0
24,5,565,CASADO,5722.678342,107913.363,0
48,1,620,SOLTERO,205560.9392,110623.8843,0
36,1,,CASADO,74148.12,232877.2613,0
36,2,601,CASADO,129522.8827,208638.6642,0
48,2,741,CASADO,40833,160000,0
24,2,901,CASADO,42631.43178,65692.8313,0
24,7,869,CASADO,97961.32208,181730.3678,0
36,11,445,CASADO,26480.25887,146097.98,0
18,1,875,DIVORCIADO,24119.6338,119691.4158,0
12,4,845,DIVORCIADO,20301.01379,95405.23381,0
39,1,803,SOLTERO,26518.50019,119333.2509,0
36,2,,SOLTERO,31282.98368,122593.0259,0
48,1,926,SOLTERO,197288.7209,325476.3162,0
36,1,889,SOLTERO,76350.68924,50532.94715,0
36,1,,CASADO,58585.73691,120175.8706,0
24,2,794,CASADO,37802.85231,118704.6087,0
13,1,810,SOLTERO,43755.52532,90162.90065,0
24,1,566,SOLTERO,112346.7153,81607.78352,0
24,1,936,SOLTERO,34406.88252,133433.8934,0
12,2,816,CASADO,43663.67378,1019959.923,0
48,3,649,DIVORCIADO,55330.97375,250366.397,0
48,3,680,CASADO,152787.9058,235755.8191,0
25,1,933,CASADO,36270.12601,90675.31503,0
24,4,794,CASADO,164941.9434,173076.5408,0
48,3,,SOLTERO,55101,120000,0
36,2,612,CASADO,263710.2107,276058.2946,0
24,3,,CASADO,156468.38,228133.2869,0
24,1,,SOLTERO,24934.52706,69489.66558,0
44,1,660,SOLTERO,45271.3396,80109.77789,1
24,1,869,SOLTERO,64333.35792,144894.9503,0
12,1,751,SOLTERO,65652.77974,63917.86623,0
12,3,712,SOLTERO,28782.78047,107286.3457,0
47,2,791,SOLTERO,70200,100000,0
24,1,696,SOLTERO,29736.69625,61951.45052,0
36,1,850,SOLTERO,78071.10804,79532.08784,0
14,2,632,SOLTERO,75980.6014,358268.4394,0
24,1,478,SOLTERO,72435.54215,102934.7178,1
24,1,613,SOLTERO,35480.69086,145384.2943,0
48,2,,SOLTERO,57957.98011,135235.2869,0
46,1,,CASADO,75500,80000,0
25,1,700,CASADO,39987.81393,287259.398,0
48,5,634,SOLTERO,33731.21719,136012.9725,0
48,3,661,DIVORCIADO,58163.91042,123753.0009,0
38,2,862,CASADO,159818.1612,254577.6019,0
6,6,673,SOLTERO,108967.4097,131385.6626,0
12,1,831,CASADO,45065.95147,116837.652,0
28,3,706,SOLTERO,26552.76678,225101.31,0
48,1,938,SOLTERO,61876.50045,213915.9016,0
10,7,786,SOLTERO,17512.37005,91287.88644,0
36,1,897,SOLTERO,49084.6108,79297.85667,0
24,1,916,CASADO,14244.55305,65744.09098,0
12,1,728,CASADO,151961.2028,259614.8112,0
36,7,833,DIVORCIADO,162470.0112,149387.5511,0
36,1,349,CASADO,126240.4898,321573.3001,0
40,2,,CASADO,107224.4668,317363.6026,0
48,1,,DIVORCIADO,8811.055247,46013.28851,0
12,1,725,CASADO,19286.42093,248178.0561,0
48,6,494,CASADO,184997.0427,291721.8332,0
25,2,664,SOLTERO,39201.83649,173076.5408,0
24,4,818,SOLTERO,391766.6428,264301.0519,0
12,2,700,SOLTERO,18600,125000,0
24,3,701,SOLTERO,18871.36493,119137.4049,0
48,2,741,SOLTERO,19004.92514,84859.20062,0
36,1,791,SOLTERO,23827.48097,66716.94672,0
36,1,236,CASADO,131116.5055,155054.7887,0
14,5,,SOLTERO,57764.78684,159384.4453,0
30,6,889,SOLTERO,62112.59079,149614.2698,0
30,7,739,SOLTERO,85291.48592,137701.5184,0
36,2,340,CASADO,93308.41548,160120.6721,0
48,3,525,CASADO,176667.2557,137344.2802,0
48,4,714,CASADO,110995.7694,229502.5306,0
36,4,862,CASADO,141290.1034,242020.8505,0
11,2,820,SOLTERO,19482.22216,63635.399,0
10,1,,SOLTERO,44925.12884,59169.68188,0
18,4,694,CASADO,300995.11,200920.9977,0
36,2,,CASADO,70243.4139,171557.863,0
48,10,551,SOLTERO,62295.44138,155329.8407,0
48,1,603,SOLTERO,55644.10786,67499.8509,0
36,2,581,CASADO,121370.9513,38688.94312,0
13,1,,CASADO,35359.98176,55756.30547,0
12,1,714,SOLTERO,16865.6086,93939.62637,0
18,1,864,DIVORCIADO,91754.01067,150271.5011,0
15,2,750,CASADO,24871.29151,111781.0854,0
48,3,746,CASADO,73990.22118,103845.9245,0
9,10,748,CASADO,30411.64638,88202.9623,0
48,1,,CASADO,162197.0547,159417.4681,0
18,5,739,SOLTERO,69215.73399,156640.9822,0
48,6,,SOLTERO,65652.25883,138461.2326,0
48,5,758,CASADO,193585.0514,95466.60069,0
48,3,,CASADO,222619.6829,336273.7938,0
12,1,647,CASADO,9281.475067,92814.75067,0
18,7,705,CASADO,46990.28082,155768.8867,0
36,1,,SOLTERO,45877.00533,137896.201,0
24,1,943,SOLTERO,39025.03994,115915.9602,0
48,1,621,SOLTERO,19747.99176,87189.24664,0
48,6,,CASADO,26370.88095,59213.73634,0
18,2,,DIVORCIADO,60502.57936,244751.5346,0
18,2,,CASADO,89849.34456,95876.79934,0
48,2,828,SOLTERO,24490.33052,72692.14713,0
37,3,,CASADO,31817.6995,105732.663,0
12,1,943,CASADO,40986.39799,108055.0493,0
46,6,669,CASADO,68263.37737,91562.85347,0
36,1,562,SOLTERO,118059.2602,192231.6679,0
19,2,,SOLTERO,34909.99629,140546.7383,0
48,1,397,SOLTERO,81817.34858,99204.74262,0
24,1,583,SOLTERO,15576.88867,64903.70279,0
30,2,906,CASADO,103913.911,239225.0566,0
36,1,589,CASADO,130000,124800,0
36,4,698,SOLTERO,47481.84348,164360.2274,0
44,5,,SOLTERO,64584.51272,147154.5859,0
48,2,579,SOLTERO,23980.18038,91878.08573,0
36,1,858,DIVORCIADO,91670.2052,115915.9602,0
48,1,879,SOLTERO,44197.50032,229827.0017,0
36,3,590,SOLTERO,34291.8049,77277.30681,0
30,3,818,SOLTERO,15165.67146,81141.17215,0
36,8,758,CASADO,200610.7887,201797.8348,0
40,1,868,DIVORCIADO,67355.62233,105732.663,0
24,1,715,SOLTERO,57216.12378,176816.8643,0
48,2,359,SOLTERO,53900.9215,153009.0675,0
24,3,,SOLTERO,32842.85539,193193.267,0
12,1,,SOLTERO,21865.33201,80117.24705,0
48,1,,SOLTERO,154642.9779,229502.5306,0
12,3,670,CASADO,93690.88746,125312.7857,0
24,4,,CASADO,99122.32084,121996.7026,0
24,4,626,CASADO,51101,105000,0
24,5,615,CASADO,40396.51529,92814.75067,0
12,2,882,DIVORCIADO,137263.8162,284477.0857,0
48,1,433,SOLTERO,47743.48788,74394.81845,0
30,1,864,CASADO,21126.40515,95466.60069,0
30,1,879,SOLTERO,30227.89021,88202.9623,0
10,3,628,CASADO,37086.20385,76167.26462,0
24,4,,CASADO,50824.3786,70102.59117,0
12,1,839,SOLTERO,37260.36181,268274.605,0
6,1,899,SOLTERO,121991.8133,173491.3512,0
29,2,894,SOLTERO,143459.9455,158565.3848,0
36,3,750,CASADO,129439.4889,144894.9503,0
36,2,858,CASADO,59047.86043,42429.60031,0
48,2,822,CASADO,161311.3854,204019.4588,0
18,4,,CASADO,65200,101100,0
12,1,635,CASADO,156052.2172,175910.1112,0
18,2,,CASADO,71400,260400,0
36,1,621,CASADO,128509.3315,112499.7515,0
10,6,432,SOLTERO,63400,247000,0
36,1,660,SOLTERO,36125.32651,391602.4554,0
5,1,906,SOLTERO,19266.67111,164360.2274,0
18,6,,CASADO,269516.357,123753.0009,0
31,1,856,CASADO,116624.9325,130783.87,0
48,2,,CASADO,75634.44832,116826.665,0
12,1,,SOLTERO,80791.70569,136012.9725,0
36,1,,CASADO,45558.14362,70529.34367,0
48,2,901,CASADO,196500,200000,0
12,2,,SOLTERO,68908.5643,262771.3252,0
48,1,822,CASADO,9067.531503,64832.85024,0
6,2,545,SOLTERO,20945.99777,129665.7005,0
6,2,801,CASADO,3426.521485,187088.0731,0
16,3,682,CASADO,100990.1615,165374.6347,0
48,1,658,CASADO,8251.453667,90675.31503,0
36,2,739,CASADO,49508.72201,223061.275,0
30,1,854,SOLTERO,21730.66265,80060.33606,0
36,5,741,SOLTERO,152515.8799,130572.4536,0
12,3,565,SOLTERO,23400,150000,0
14,4,688,SOLTERO,21063.49318,142964.8858,0
48,1,,CASADO,106199,107848,0
18,5,543,CASADO,296551.6649,627878.1178,0
24,1,864,SOLTERO,21614.96561,68099.65999,0
36,1,869,CASADO,233362.8017,54804.9004,0
12,7,,SOLTERO,56798.82051,101426.4652,0
17,5,674,CASADO,36383.72195,137817.1286,0
30,1,916,CASADO,98683.81876,195801.2277,0
36,2,868,CASADO,36122.46115,95309.92388,0
48,4,869,SOLTERO,40530.85414,405895.945,0
48,2,,SOLTERO,130007.4913,79015.15373,0
20,4,433,SOLTERO,126601.9414,233675.3039,0
48,3,938,CASADO,285071.9823,194432.2447,0
15,2,826,CASADO,73775.51639,312987.0392,0
48,3,873,CASADO,55769.99804,55126.85144,0
10,1,914,SOLTERO,126240.4898,110253.7029,0
12,1,619,DIVORCIADO,11913.74049,84349.28264,0
24,1,,SOLTERO,17944.18513,127288.8009,0
36,1,818,DIVORCIADO,91959.9951,154554.6136,0
36,3,718,SOLTERO,125802.2888,239856.5039,0
48,1,692,SOLTERO,91585.17118,109573.485,0
12,1,489,CASADO,46484.69438,100146.5588,0
48,1,700,CASADO,30634.54772,67499.8509,0
36,1,871,SOLTERO,50073.55672,177012.32,0
24,1,787,SOLTERO,33994.89172,61558.31744,0
13,3,,SOLTERO,127251.1487,459390.4287,0
36,4,810,CASADO,234259.0979,259614.8112,0
18,1,,SOLTERO,14673.57011,106074.0008,0
40,2,871,SOLTERO,212933.8351,99858.62613,0
